czone,year,dem_votes,rep_votes,turnout,dem_share,rep_share,population,mean_age,share_age_18_34,share_age_65_plus,share_college,share_no_hs,median_wage,mean_wage,share_white,share_black,share_hispanic
14100,2016,77233.0,154474.0,244532,0.3333218245456546,0.6666781754543454,1796051.7217377725,37.49901289196423,0.2189606087489864,0.14522945952553232,0.1626881622616723,0.33668235906972527,28500.0,37550.80192081504,0.856974187346497,0.07441013714197563,0.05833973476910884
14100,2020,99247.0,171558.0,276977,0.3664888019054301,0.6335111980945699,607657.753975798,37.916863062460926,0.22014312844707976,0.15535454465113097,0.16959304752653173,0.334067086148683,32360.0,42366.32882532939,0.843860198725385,0.07227471429616865,0.06226482988019531
14200,2012,334760.0,392219.0,740716,0.46048097675448674,0.5395190232455133,252877.06,37.13078088222,0.23999025455294362,0.12049151473051765,0.21823090635425768,0.33785808803692985,31601.0,46402.303585731046,0.6747674541929585,0.05253238470899654,0.3480982814336738
14200,2016,343495.0,402985.0,791479,0.46015298467474014,0.5398470153252599,5523640.3735142285,36.595545640671865,0.23279332752997453,0.12246648613741158,0.2397761353508465,0.32307617688545137,31700.0,45524.13673587048,0.7656988827119682,0.15638064536311894,0.06749604336805938
14200,2020,439235.0,446022.0,904235,0.4961666499107039,0.5038333500892961,1905216.7979812566,37.06593640918288,0.2331359883291678,0.1334523986765866,0.25826692864115985,0.31320350756172893,36958.0,52767.68365576449,0.7430853265004173,0.16017821561433576,0.0714025907479967
14400,2016,30590.0,67678.0,103051,0.31129156999226604,0.688708430007734,787221.5166058242,39.26490865177933,0.23188498558892848,0.16359060682963644,0.1327441095493542,0.3029263812074044,28000.0,33688.81233022725,0.924828200479384,0.03289775736190564,0.0273627237374536
14400,2020,34635.0,76256.0,113144,0.31233373312532126,0.6876662668746787,260789.47876099125,39.72632048429306,0.23208274377258786,0.17738119114425582,0.1382933298008329,0.2916632164608321,32000.0,37833.87794359475,0.9163722222847025,0.035324290036344824,0.03014352540349486
14500,2012,53889.0,72326.0,129295,0.4269619300400111,0.573038069959989,147815.0,36.91830328451105,0.25199066400568276,0.11681493759090755,0.21537056455704767,0.33175929371173424,31601.0,45368.77141057934,0.6631465006934344,0.061800223252038024,0.34518147684605754
14500,2016,47797.0,82691.0,138805,0.36629421862546746,0.6337057813745325,1133215.037745446,36.93325554429144,0.28964194353603284,0.14269477878299608,0.17463595680492153,0.28558840586229295,28000.0,33850.773662137755,0.8796880500805331,0.0437176674772964,0.07054199007013416
14500,2020,57569.0,92245.0,153214,0.38426982791995407,0.6157301720800459,381332.5047315359,37.219182087158806,0.2911938667858422,0.15087766215770015,0.18655740050336453,0.27620572812063887,30925.0,38472.53561142678,0.857948440814705,0.04755872383792065,0.07515447560400493
14600,2016,48030.0,69102.0,123733,0.41005019977461327,0.5899498002253868,916222.8566907686,37.545316357297935,0.3055419395153767,0.144279131518793,0.19019290155839935,0.26205721488888334,28000.0,33068.503288483545,0.9149967845555143,0.019584102670599363,0.026345019809919275
14600,2020,56035.0,76098.0,134794,0.4240802827454156,0.5759197172545844,308930.5931692677,38.23625345446627,0.29604283347170307,0.15773478455338466,0.2048171932047823,0.2547321389495047,32360.0,38296.26605868539,0.9056212019140819,0.023147974299126524,0.0296491390371907
14700,2012,68558.0,99334.0,171186,0.40834584137421676,0.5916541586257832,182836.0,36.385531295806075,0.24648318711851058,0.11457809184186922,0.21811897000590694,0.34228488919031264,31601.0,47222.87987020485,0.6727340348727822,0.045800608195322584,0.3339604891815616
14700,2016,58618.0,112032.0,179506,0.34349838851450337,0.6565016114854967,1228443.6013629213,39.448053117436224,0.21821661009222978,0.16542472500174327,0.15933171023750478,0.29617015336740776,29000.0,38521.70124637501,0.9085287172901991,0.0479012809128765,0.02273684469260509
14700,2020,69548.0,120857.0,193962,0.3652635172395683,0.6347364827604317,407756.8578446582,40.029658747557754,0.21259000311425957,0.17587318835135984,0.1755144898743285,0.2872766222805272,32360.0,44220.94232044535,0.896721454995477,0.05391518113573069,0.026806460956410205
14900,2012,175033.0,114083.0,293347,0.6054075180896249,0.39459248191037505,359618.63,36.776849909027234,0.23672743261382204,0.12311080769091412,0.21931687743763442,0.3506011771414623,31601.0,44542.37022954483,0.6891708168734194,0.054883363523185666,0.33064585669546653
14900,2016,155344.0,127916.0,297568,0.5484148838522912,0.4515851161477088,2101286.441901028,38.74131425851906,0.2086510330010964,0.15151612517064858,0.1574645778096712,0.3139001498739951,30200.0,42317.0627046208,0.7097692931531442,0.17806982785394215,0.15436165070932936
14900,2020,169923.0,153093.0,328531,0.5260513411100379,0.4739486588899621,700014.8951131403,39.39549212511017,0.20889714560677214,0.16596640344761662,0.1683040073756984,0.2984716226632766,35770.0,47856.09343179372,0.6970814853495506,0.17285559414072,0.1625713963623939
15000,2012,145688.0,169500.0,321832,0.46222571925327105,0.537774280746729,868433.4344651892,38.24652529441875,0.21247712571551522,0.14022379593755493,0.15102405572924696,0.3326722088626134,28441.0,36274.45902208982,0.8326591943019975,0.12094628145660119,0.03440984622653934
15000,2016,106008.0,191433.0,313140,0.3564000927915116,0.6435999072084884,2123734.5082675656,40.1259461259251,0.20354721922777727,0.17699990146143876,0.142549063905191,0.31693182385687046,28000.0,35383.97121704635,0.9181851271321844,0.044193073940327315,0.017208678579222394
15000,2020,116591.0,217972.0,339730,0.3484874298712051,0.6515125701287948,702819.8933740592,40.57838717905285,0.20397091165200804,0.18941696185659196,0.14847079410605027,0.3046100163654687,31500.0,40633.36186264429,0.9098747627994569,0.043338153248372924,0.020471776818405413
15100,2012,114263.0,89417.0,207321,0.5609927336999214,0.4390072663000786,385191.1884031594,37.37253448304283,0.21701471746974008,0.1331468520603915,0.15906185812746576,0.34934620599013094,27572.0,36460.29415938785,0.751532816825845,0.1883542425304668,0.07235778808157979
15100,2016,90198.0,102692.0,202974,0.46761366581989733,0.5323863341801026,1324988.5368979871,40.142424569417045,0.1981894224349663,0.1722672795583884,0.15388249350372596,0.29574989167890364,30000.0,38349.11787229788,0.8718310257872289,0.06626067555135315,0.0822873798904465
15100,2020,100919.0,120636.0,224962,0.45550314820247795,0.544496851797522,444413.44800537825,40.84862251501677,0.1983435168855866,0.18787803038206166,0.17175507074016558,0.2863744599950257,34847.0,44391.57911948266,0.8654272670493971,0.06654011503149558,0.08767724262482277
15200,2012,779649.0,494942.0,1291479,0.6116856309200364,0.3883143690799637,3091068.2100864095,37.89726208769845,0.2231263542572227,0.13555831786568429,0.17390848802855774,0.3306793609562254,28593.0,38270.62524262761,0.7274240119871279,0.21057321154411102,0.060200130405700276
15200,2016,676649.0,508818.0,1236367,0.5707868713342505,0.42921312866574945,7669938.185466429,40.25114962219934,0.21740816455323325,0.16846092135179724,0.21986920760990541,0.2801540765932273,32000.0,42930.53453317636,0.7533871969551231,0.1850094151312287,0.03912990576844297
15200,2020,736517.0,572431.0,1325517,0.5626785785225998,0.43732142147740016,2544741.6505226824,40.76018029136267,0.2197674505331361,0.18271955985879512,0.23649515226114076,0.266865916262364,36958.0,48453.2092236379,0.7397830482581567,0.18364116582448703,0.044015967402979216
15900,2012,489680.0,426937.0,931525,0.5342253089349205,0.4657746910650795,2064708.463692252,36.97541640259008,0.23279463654997382,0.12453922261658727,0.19480080259444874,0.32392606167131033,29073.0,39180.6960264766,0.7412529189670995,0.19131129021421892,0.04448289693257869
15900,2016,475299.0,426885.0,951663,0.5268315554255008,0.4731684445744992,6020613.895029464,36.654074815889416,0.2507495096090362,0.1218644233249785,0.24767689181117403,0.2994466991086103,31000.0,45135.85589953438,0.7666370117610757,0.15117030578517615,0.038926266538241806
15900,2020,567770.0,476078.0,1060961,0.5439201876135222,0.4560798123864777,2089668.0281786334,37.06042800751811,0.250572308427602,0.1321718670129367,0.2652051560996665,0.2910963949078421,36079.0,51333.45775357312,0.7406954825405099,0.1579290576213573,0.04350114526533392
16000,2012,56912.0,85368.0,145384,0.4,0.6,228861.39130872488,38.86590998578661,0.20366038614297305,0.14706436249496907,0.11939086714371937,0.32662368675486986,26334.0,33879.114151655886,0.934993745087655,0.033872616081566255,0.015705061272421498
16000,2016,38139.0,96603.0,141911,0.28305205503851805,0.716947944961482,952327.3474799395,40.04117332244966,0.20897766965591902,0.1737748926953047,0.11616124937266503,0.31049786973566185,27000.0,32610.574901374166,0.9162978414203699,0.043296187073489846,0.021920433936804172
16000,2020,41414.0,109415.0,153341,0.27457584416789876,0.7254241558321013,316925.86714586616,40.521524423113156,0.20908873608874587,0.18645178463501208,0.12690268175567163,0.2941847972573333,30925.0,37727.67938438028,0.9124103651874108,0.044906406492376795,0.025820809072335776
16100,2012,55493.0,79375.0,137329,0.4114615772458997,0.5885384227541003,383766.35254657146,38.64743717153374,0.2580801665034621,0.15268236606643565,0.15931783985821954,0.29593470822128065,25400.0,31938.4736015098,0.8683074933551442,0.052228379963863765,0.032126315966517174
16100,2016,53477.0,89892.0,149603,0.3730025319281016,0.6269974680718984,988558.5364480168,39.50897975104233,0.29306996679112235,0.16495175784553537,0.20006416974500113,0.23121514620015546,27000.0,34096.66114328459,0.9142788513150675,0.033310946814277265,0.02237295728020222
16100,2020,59700.0,100596.0,162531,0.37243599341218747,0.6275640065878125,327517.3500754237,40.258844213074305,0.2821500979636505,0.1777130401494067,0.21747254504912653,0.22463988988660202,30925.0,39187.70820162605,0.9117512197993035,0.02911969098570823,0.02337245090974547
16200,2012,54749.0,109168.0,166406,0.33400440466821624,0.6659955953317838,438660.0070208393,38.63838138037798,0.22099940405187185,0.14761093729255448,0.16493039249090044,0.3112812670028649,28000.0,37033.1664996026,0.6769191304918999,0.1253849954369715,0.05919142654937112
16200,2016,43846.0,128324.0,177391,0.2546668989951792,0.7453331010048209,1160955.0042051151,42.59351807570656,0.19460456568299753,0.20468953852007832,0.13897930190070315,0.26694112781319723,27000.0,33725.18454690542,0.947458981829307,0.025077852135703457,0.014202786712560268
16200,2020,52387.0,147882.0,202286,0.26158317063549524,0.7384168293645047,377359.9927183576,43.08407411386534,0.19310936941575135,0.21815977440034617,0.14823643561921643,0.25841676106258266,31000.0,38147.35759038726,0.9419583599656476,0.027600404803958808,0.01486763343546129
16300,2012,573700.0,597151.0,1185214,0.48998548918692475,0.5100145108130753,2900190.6123325,39.97414012896644,0.21785195141905522,0.1606966088020851,0.226823943834296,0.2769216871446392,30635.0,41710.69746527594,0.7816214677208126,0.11161763310539513,0.035489219451514
16300,2016,565857.0,643794.0,1253176,0.4677853364317477,0.5322146635682523,7418530.006846371,41.65564777907047,0.2207017115672656,0.18604548598286128,0.2468198081636665,0.24090204190158515,32000.0,45017.574250649,0.8720544143468502,0.0806257712445646,0.01586865626255986
16300,2020,668358.0,723124.0,1407711,0.48032098151467284,0.5196790184853272,2445796.2019725875,42.120854655684305,0.21819535595804204,0.19957830916322236,0.2699272683581156,0.23114824879118004,37000.0,50794.45754640858,0.8627878013559267,0.07990895318353201,0.0180832939977496
16400,2012,200297.0,153143.0,358979,0.5667072204617474,0.4332927795382526,682153.1918322633,39.94653087100992,0.19825171387172583,0.16286400243700003,0.11877586269579875,0.3052479527197845,26000.0,32125.361171759807,0.9277967692319196,0.042404598270956176,0.025548205175631927
16400,2016,145569.0,191288.0,350364,0.43213886010977953,0.5678611398902205,2229563.862888513,42.13754684797237,0.19428264359199737,0.1981069673828344,0.1507903125372493,0.2785865647271908,28000.0,35056.16890413678,0.8783767053492384,0.08924101326833452,0.026607418757636465
16400,2020,152564.0,216563.0,373857,0.4133103240889992,0.5866896759110009,726434.1657051841,42.57683405440839,0.19513295759012347,0.21246943713055083,0.16007762257745672,0.2677636767342344,31679.0,39200.08546697424,0.8679604800208922,0.08371119039189805,0.031567462080879245
16500,2012,125274.0,130228.0,264823,0.49030535964493427,0.5096946403550657,725317.5337252915,38.90174300726237,0.23543812548893575,0.15596770999204135,0.1864975505881397,0.2904498676334342,27000.0,35856.25783245483,0.8011484979486517,0.08890850384056143,0.07152587781959795
16500,2016,104527.0,159407.0,277123,0.39603461471428464,0.6039653852857154,1909182.3066792025,40.604346033188435,0.21976747341301286,0.1785510106932181,0.16371464846534037,0.27993209117997325,27000.0,33951.56429996605,0.9161708013455961,0.045586261110367995,0.03596444317573177
16500,2020,123354.0,179547.0,308174,0.4072419701486624,0.5927580298513375,622271.0540904191,41.35407174794392,0.21402283844099582,0.1954107015505768,0.17600615245164705,0.26869155802271305,30623.0,38406.81773655808,0.9020832063724855,0.042312320736516904,0.039750563254506883
17400,2012,72383.0,122075.0,198382,0.3722294788591881,0.6277705211408119,640614.4052030831,38.89442647160874,0.2060784503459035,0.1479803252397012,0.1537306478254889,0.32898816193568126,29000.0,38476.49103549551,0.842782465094357,0.07298435693318481,0.05381782332059546
17400,2016,62918.0,143640.0,217144,0.30460209723177023,0.6953979027682298,1456051.959842693,40.118513466468634,0.20305095080194038,0.1703102340034263,0.14398833155423557,0.31342285894814875,30000.0,38953.92497126411,0.8938731593397471,0.06452754662223041,0.0427386365101743
17400,2020,54818.0,118918.0,176693,0.3155247041488235,0.6844752958511765,490084.93438754603,40.720097073930184,0.20190850113248698,0.1836232786281928,0.1636038557578341,0.2955732992931474,32986.0,45361.33447224341,0.8785107397578326,0.0632882997225878,0.048775853686613954
17700,2012,228806.0,171181.0,439935,0.5720335910917105,0.4279664089082895,1228028.382116716,39.92496003297246,0.21950722116929683,0.1676369111959338,0.178045413511024,0.30009318018200315,28185.0,36929.564643075515,0.8230210945666625,0.10797525202113414,0.11435035236201957
17700,2016,205218.0,222693.0,457364,0.47958103437397026,0.5204189656260297,3239787.698804269,39.801998266622384,0.23205808838091166,0.16549049049027148,0.2037135906182968,0.27791179612848405,30000.0,40218.11096723775,0.8638966377056367,0.0701323656421824,0.04054912309995023
17700,2020,252866.0,247516.0,514712,0.5053459157203897,0.4946540842796104,1063772.6806788298,40.37885042507512,0.22887236272452682,0.1790775104383339,0.21457217232904616,0.2708223300803085,34517.0,45382.038310092554,0.8514080642882789,0.07032816366736301,0.04461998005791311
18000,2012,534903.0,392243.0,1027686,0.5769350242572368,0.42306497574276325,2438462.080815588,39.747505307249355,0.22462401486415504,0.166693185875867,0.19335746462374787,0.30134703933618606,28500.0,37357.18041741585,0.7667916814527957,0.1586151999269926,0.14466679983255254
18000,2016,511390.0,496734.0,1069949,0.5072689470739711,0.4927310529260289,7056392.649730892,40.05879029567562,0.23405025690172512,0.16638364552743412,0.23035053968205366,0.26815395221767246,30000.0,41309.18499840347,0.8100141451289338,0.11495514117952264,0.0569482712984116
18000,2020,629325.0,532118.0,1195658,0.5418475121034781,0.45815248789652185,2332502.257648664,40.645541745513015,0.23105361342393466,0.18004750055740235,0.25064173605935297,0.2575791994852436,35437.0,46988.71448189453,0.7981900426005589,0.111774391310269,0.06244739396263247
18100,2012,64893.0,61632.0,138361,0.512886781268524,0.487113218731476,629127.9075612962,39.603352229344246,0.23113919293331228,0.16031179335087514,0.21122298100943587,0.285347403316517,30000.0,38856.478735403,0.8171795401421731,0.11221965545569955,0.11012908046295075
18100,2016,62165.0,75963.0,147896,0.4500535734970462,0.5499464265029538,1049538.0006012917,39.891543995587185,0.24864675333096078,0.16916538795410418,0.21250067319840782,0.26075743697690396,30000.0,39167.15464877953,0.8999505121188153,0.03365932349349099,0.028915180708833355
18100,2020,74903.0,83855.0,163149,0.47180614520213154,0.5281938547978684,341040.58584679663,40.6556289088186,0.23973470269278244,0.18546500663017304,0.2229480735406701,0.25457931042102083,32986.0,44412.256389967726,0.892556283981126,0.032479436648006225,0.03228165302754418
18300,2012,41249.0,35107.0,83421,0.5402194981402902,0.45978050185970976,256558.0,36.76002697245847,0.2651213370855713,0.12904294545482892,0.1387327621824305,0.3175110501329134,26334.0,32763.081795907772,0.9078103196937924,0.0339611315959744,0.038123932989811274
18300,2016,33443.0,49105.0,88719,0.4051339826525173,0.5948660173474827,766016.0,37.29839063413819,0.2680427040688445,0.14345131172194836,0.1472880462026903,0.29410090650848025,27000.0,34657.19964845548,0.9027174367115047,0.03677729969086808,0.04536067131757039
18300,2020,40492.0,59131.0,102432,0.4064523252662538,0.5935476747337463,246208.0,38.08507034702365,0.26439027164023915,0.15835797374577593,0.15432479854432024,0.28826845593969325,31679.0,40552.21664391482,0.8993777618923837,0.03985248245386015,0.046655673251884584
18600,2012,259692.0,182532.0,489680,0.5872408553131445,0.41275914468685554,1201123.5837453818,38.92946787981309,0.23309896888736714,0.14889545390942538,0.20329330050971464,0.29592615029806785,30000.0,39090.243340088564,0.8095058956573367,0.12108193723001578,0.08321296240466429
18600,2016,249572.0,230085.0,515704,0.5203134740032982,0.4796865259967018,3349623.299300888,40.38272512498503,0.23053443727669903,0.16749816660507605,0.24853124611822966,0.2574192217815877,33000.0,44821.35913226644,0.854026657687802,0.06555351479908983,0.046243919966154214
18600,2020,316663.0,251905.0,585187,0.5569483333567841,0.44305166664321594,1113020.8799494253,41.12009580531791,0.22982390085951745,0.18402972003455006,0.2762283713341711,0.2450926673287844,38014.0,51215.757426128504,0.8388128104452524,0.06712331234586025,0.050749945285728036
18800,2012,195970.0,166782.0,367752,0.5402313426252646,0.4597686573747354,968835.643772149,39.850879411733594,0.21800925216937522,0.16334578465413666,0.16747145455978216,0.29977725636904745,28293.5,36913.71655232467,0.7942391299978487,0.08322089541736641,0.06787702723468371
18800,2016,167361.0,219599.0,399682,0.43250206739714697,0.567497932602853,2679769.2657480002,41.488316969379895,0.21216596931410875,0.1860429297584498,0.17771098691627565,0.2667790612525977,30000.0,37724.299955350594,0.8868297293190572,0.05411017381011199,0.08794769953986219
18800,2020,208370.0,245873.0,459232,0.4587192317768243,0.5412807682231757,890601.3227025296,41.9169380507997,0.21239169430250748,0.19769306448835147,0.18343504193197172,0.26060136442811876,33791.0,42653.499948799836,0.8606207076286679,0.05471668456503886,0.10638992963130359
19100,2012,215938.0,283521.0,507063,0.4323437959872582,0.5676562040127417,715566.0700480982,38.829094711552614,0.21644236336706513,0.15392825183584413,0.15669955528420598,0.3293542761487597,28800.0,36745.92414891163,0.8019652398263347,0.07740442327387992,0.09066945410800895
19100,2016,205253.0,319066.0,548891,0.39146588241128016,0.6085341175887199,3696804.9761536694,39.62106576907876,0.21379662633289062,0.17099587534361885,0.16662540886890195,0.3276773239632293,31200.0,40095.83856258804,0.8703686521384284,0.04089285452158006,0.12667151497326312
19100,2020,253401.0,365547.0,628034,0.40940595978983696,0.590594040210163,1243706.0136843973,40.01641345019232,0.21490353060876546,0.18103619160987242,0.1853604242662181,0.3168801348471128,35596.0,44608.29995335744,0.8514247522109057,0.041591799147942185,0.1409343944284515
19200,2012,210119.0,294251.0,511542,0.41659694272062175,0.5834030572793782,614043.5606200274,39.44309878964146,0.21227027133888512,0.15608916185072805,0.18683937588811564,0.3091062568323628,29900.0,39790.60547841161,0.8400328178749904,0.0752312112780688,0.06233121213730664
19200,2016,204864.0,327873.0,556177,0.3845499749407306,0.6154500250592694,3550039.9347545034,40.0397120632542,0.21245475933084057,0.16660165377475988,0.19250263694394237,0.29176626575243914,31000.0,40978.62936919828,0.8588093647028476,0.07726455142190586,0.06089893878681794
19200,2020,260355.0,372488.0,642171,0.4114053564628194,0.5885946435371806,1198459.704918998,40.41371145382202,0.21264589624155097,0.17929531511469485,0.2106736786171918,0.27938283486380133,35400.0,47206.2590694361,0.8390179245339328,0.07990758936851768,0.06834323353107044
19300,2012,191254.0,143186.0,371063,0.5718634134672886,0.4281365865327114,312586.9992852317,38.60424777967145,0.20817564388869259,0.13792320217413057,0.20967602624765003,0.29991010497450593,32000.0,45253.612962610416,0.8060220036601431,0.08540982187362323,0.13404588135123374
19300,2016,185208.0,188379.0,394265,0.49575600864055763,0.5042439913594424,2786113.9933794765,39.17681007200715,0.2197437003673998,0.15143996267926318,0.21721114072057396,0.2877882957068255,35000.0,47555.56109728955,0.7805915338544889,0.09268680306436357,0.14955669410694278
19300,2020,239586.0,208123.0,458486,0.5351377792271319,0.4648622207728681,929056.9977873845,39.87922054782791,0.21974324498520412,0.16603179359706,0.232893137920071,0.27539537395106184,40499.0,54287.522383881704,0.76006208478013,0.09700481224528891,0.15942401778035814
19400,2012,2773442.0,1033411.0,4035098,0.7285392947928381,0.2714607052071619,12686163.011256963,38.01373701363173,0.2528711006155035,0.13749050834862492,0.23927014014023126,0.33223449834074964,33708.0,49448.17723246359,0.5543912683474902,0.20926406208391268,0.25383884812611296
19400,2016,3086906.0,1291693.0,4528858,0.7049985623255293,0.29500143767447073,37374481.066006914,38.320278909457706,0.24974599646294354,0.1412222419959319,0.28130381244718305,0.3163228674859277,40000.0,59191.94960759175,0.5220360115172648,0.20010814339314356,0.25921909142445193
19400,2020,3423587.0,1568215.0,5080410,0.6858419063897165,0.3141580936102834,12282627.021749197,39.17471482273902,0.24426256695270665,0.1569639784698507,0.30239418634001675,0.3017983042423597,46387.0,68688.81821396147,0.5039215142461734,0.19664555476837667,0.2606440790576602
19500,2012,235445.0,293987.0,535253,0.44471244654648756,0.5552875534535124,1208721.4219313783,40.349546943657316,0.18217549023244303,0.17546497263753968,0.24356272494155645,0.2881555223462998,41300.0,54741.37688805361,0.8738833552431966,0.05167731065409494,0.09219928332814288
19500,2016,224331.0,345802.0,588739,0.39347134791355703,0.606528652086443,3652866.6799433287,40.99115214279438,0.18795873330058818,0.19026524109716322,0.2665358290165496,0.2756590602577926,42000.0,56939.861625938625,0.8651940995055285,0.050728015908389094,0.09876169030726963
19500,2020,300747.0,409548.0,719667,0.42341139948894474,0.5765886005110553,1222773.4795849218,41.37544097302561,0.186883992160601,0.20091722553121386,0.2913342569382854,0.26686309862238494,48599.0,65617.52527738285,0.8580685456096868,0.05044794700216339,0.10068052694454802
19600,2012,1463461.0,911929.0,2407028,0.6160929363178257,0.3839070636821743,6098966.570205388,37.95905163309595,0.22236793156224163,0.13076161648119267,0.27078071269131554,0.31305569923550014,40976.0,56381.866639414584,0.6518331290604928,0.1452092767078192,0.21839613884325187
19600,2016,1538628.0,965625.0,2585806,0.6144059725594818,0.3855940274405182,18645223.297438953,38.48613276742489,0.2230395277921008,0.14009949866321103,0.29286638502462253,0.29987595786437854,44200.0,60394.40659884425,0.6326366863029276,0.14428984143546641,0.23371802206036518
19600,2020,1822058.0,1128645.0,2988225,0.6174996263602267,0.3825003736397733,6172011.51260361,39.07336178710361,0.22024557240854672,0.15228531926503291,0.3163835956373102,0.2868732299088132,50624.0,68675.47795504874,0.6066182028561637,0.1430657710304191,0.24233048137686125
19700,2012,1768889.0,986748.0,2783533,0.6419165514180569,0.35808344858194313,6342315.879310162,38.034182817703254,0.22426195371106236,0.13769452881925176,0.19884950254198563,0.3193448918881626,32000.0,43144.87606235342,0.6880874034913618,0.15784823492079414,0.09891290621986243
19700,2016,1780912.0,1014038.0,2887637,0.6371892162650494,0.3628107837349505,17790833.660697542,38.952192025453435,0.23192341166237884,0.15161388294264208,0.254081352023456,0.290074013277816,38000.0,50816.7122864824,0.6751482800128543,0.20087143724210035,0.09969647699753675
19700,2020,2078140.0,1170931.0,3283043,0.6396105225155129,0.36038947748448713,5940457.806117774,39.516026156870964,0.22989113963677466,0.16303097455565885,0.276424986744046,0.27624735471642614,43147.0,58356.82055740568,0.6541157424228483,0.20029277408776414,0.10666827619132739
19800,2012,183639.0,106036.0,294492,0.6339483904375594,0.36605160956244065,108515.89041192085,38.58266376228673,0.205031186847543,0.1416373021093875,0.16250521113800787,0.3135295583651679,33813.0,41597.37070678154,0.8742671294957401,0.08370847208020014,0.03626605278266056
19800,2016,176569.0,114393.0,307660,0.6068455674624178,0.39315443253758225,1966271.0000275671,38.43449633634313,0.2371127113133174,0.1421800456795442,0.24234135018381156,0.2856136868094364,38000.0,48214.55668552996,0.6799315454773076,0.2195311406661554,0.08741323962270632
19800,2020,195034.0,88364.0,287633,0.6881982229938108,0.31180177700618916,659056.8143275455,39.300473635196475,0.2322200620053032,0.15738078760176047,0.25315205620986475,0.26933259128653647,42238.0,55815.34165154424,0.6601822301268503,0.2253017445425614,0.0940210509767013
19901,2012,111391.0,127011.0,242003,0.4672402077163782,0.5327597922836218,177855.0,39.30528239296056,0.2523516347586517,0.1635096005172753,0.18255882600995194,0.29222119141997693,29036.5,37407.85379330944,0.7023305501672711,0.24101655843243092,0.041055916336341404
19901,2016,104683.0,144351.0,261326,0.42035625657540737,0.5796437434245926,1707249.0,41.05269764398749,0.21692617772802913,0.19981853847915565,0.17801445483347772,0.29205991627466177,30000.0,38660.377797071276,0.7391622428831413,0.1972184490955918,0.06980762618692411
19901,2020,101234.0,112239.0,216377,0.47422390653618957,0.5257760934638104,590013.0,42.01825383508499,0.2099970678612166,0.2203883643241759,0.1970092184409496,0.28159718514676796,32735.0,43100.94310281232,0.723258640063863,0.19725497573782272,0.07239162526927373
20001,2012,85048.0,70707.0,160188,0.5460370453596995,0.45396295464030045,279927.9911017455,41.167028672192764,0.18956723183701768,0.16644621883686786,0.24685647168252173,0.25396439777965646,26551.0,38700.07403184286,0.9600794731775087,0.008234602558004792,0.009693758786575024
20001,2016,74936.0,80259.0,167706,0.48285060730049295,0.5171493926995071,908488.8034578022,42.46580177822925,0.20692013183247107,0.19750207275578696,0.20578973886029878,0.24317194700009565,26000.0,33947.65239911089,0.9554452388857594,0.007424191143710629,0.01246111480309239
20001,2020,88054.0,87128.0,182403,0.5026429656014887,0.49735703439851126,302547.8956491463,43.28017564908084,0.20410632592000402,0.2157185889271828,0.23142055401529066,0.22393506429693377,30375.0,39525.49204951022,0.9512492561964756,0.0077379659155079935,0.014650606965608234
20100,2012,227056.0,154065.0,392185,0.5957583024813642,0.4042416975186358,708750.8435399213,40.700940505999085,0.2095409549919489,0.16183614204298627,0.20323463089810123,0.26624343330763206,27572.0,34569.78666725925,0.9416206067122216,0.015733536208156276,0.018177423802099968
20100,2016,204477.0,175771.0,410499,0.537746418127117,0.46225358187288296,2174129.9917395655,41.684858924937046,0.20292388394897395,0.18170993508478264,0.23989935805656218,0.24931485915055768,30000.0,39021.64234706116,0.9377328273389093,0.018892493748193562,0.015941263845850144
20100,2020,250513.0,186680.0,455309,0.5730032274075751,0.42699677259242486,730134.6223758161,42.28204042586926,0.20615743188359223,0.19874300577316698,0.2562480199499545,0.2371290433539285,34000.0,45022.29810451874,0.9301954549790471,0.01949276688375094,0.018242175998900736
20200,2012,105930.0,49827.0,159550,0.6800978447196595,0.31990215528034055,335073.3909890309,39.225986880751634,0.23913855739928894,0.13908228443579176,0.26775931583015844,0.2505249925913863,28593.0,37740.60895060885,0.9428333339391215,0.012655232942162052,0.017220885684390657
20200,2016,98354.0,50186.0,170351,0.6621381446075131,0.33786185539248687,1013913.4068711624,39.972767432672704,0.24653009281690844,0.15876751373530856,0.28714499806702,0.2433711077766997,31000.0,42244.5135235279,0.93168047641202,0.01435131106726901,0.019712124378642528
20200,2020,134504.0,58935.0,201671,0.6953303108473472,0.3046696891526528,339269.89603016456,40.48456496132618,0.2519173262495826,0.17634500283864954,0.3039427064731183,0.2296473972691061,35048.0,46400.52228745839,0.920715563700061,0.015730482932139123,0.021145251947083898
20401,2012,422371.0,250903.0,687228,0.6273389437287048,0.3726610562712952,1602812.3360505197,38.38978784421391,0.22571391342106634,0.14173882404406585,0.1963796101928066,0.32417326949429853,30635.0,39995.823687387,0.8633892181380214,0.04430039863126463,0.10876996840360587
20401,2016,381428.0,285933.0,712375,0.5715467340764594,0.4284532659235406,4834396.83774936,39.98435785444546,0.23354046881459004,0.16158808640288577,0.22560319776299256,0.2946033609309936,35000.0,45027.092593723755,0.8249565183542317,0.054797047662643934,0.11851060502577633
20401,2020,459587.0,319709.0,797747,0.5897463864821583,0.41025361351784173,1622027.8805876817,40.47678399222761,0.23369799957960022,0.1724851116851247,0.2437926883790231,0.2781030175368695,41233.0,51714.71916978885,0.8059823734715121,0.05641866753565854,0.13113787242929145
