state,county_name,year,state_po,county_fips,office,candidate,party,candidatevotes,totalvotes,version,mode
TEXAS,MONTGOMERY,2012,TX,48339,US PRESIDENT,OTHER,OTHER,2224.0,173113,20260225,TOTAL
TEXAS,NUECES,2012,TX,48355,US PRESIDENT,BARACK OBAMA,DEMOCRAT,45772.0,96104,20260225,TOTAL
TEXAS,NUECES,2012,TX,48355,US PRESIDENT,MITT ROMNEY,REPUBLICAN,48966.0,96104,20260225,TOTAL
TEXAS,NUECES,2012,TX,48355,US PRESIDENT,OTHER,OTHER,1366.0,96104,20260225,TOTAL
TEXAS,PARKER,2012,TX,48367,US PRESIDENT,BARACK OBAMA,DEMOCRAT,7853.0,47694,20260225,TOTAL
TEXAS,PARKER,2012,TX,48367,US PRESIDENT,MITT ROMNEY,REPUBLICAN,39243.0,47694,20260225,TOTAL
TEXAS,PARKER,2012,TX,48367,US PRESIDENT,OTHER,OTHER,598.0,47694,20260225,TOTAL
TEXAS,POTTER,2012,TX,48375,US PRESIDENT,BARACK OBAMA,DEMOCRAT,7126.0,26450,20260225,TOTAL
TEXAS,POTTER,2012,TX,48375,US PRESIDENT,MITT ROMNEY,REPUBLICAN,18918.0,26450,20260225,TOTAL
TEXAS,POTTER,2012,TX,48375,US PRESIDENT,OTHER,OTHER,406.0,26450,20260225,TOTAL
TEXAS,RANDALL,2012,TX,48381,US PRESIDENT,BARACK OBAMA,DEMOCRAT,7574.0,49696,20260225,TOTAL
TEXAS,RANDALL,2012,TX,48381,US PRESIDENT,MITT ROMNEY,REPUBLICAN,41447.0,49696,20260225,TOTAL
TEXAS,RANDALL,2012,TX,48381,US PRESIDENT,OTHER,OTHER,675.0,49696,20260225,TOTAL
TEXAS,SMITH,2012,TX,48423,US PRESIDENT,BARACK OBAMA,DEMOCRAT,21456.0,79601,20260225,TOTAL
TEXAS,SMITH,2012,TX,48423,US PRESIDENT,MITT ROMNEY,REPUBLICAN,57331.0,79601,20260225,TOTAL
TEXAS,SMITH,2012,TX,48423,US PRESIDENT,OTHER,OTHER,814.0,79601,20260225,TOTAL
TEXAS,TARRANT,2012,TX,48439,US PRESIDENT,BARACK OBAMA,DEMOCRAT,253071.0,610890,20260225,TOTAL
TEXAS,TARRANT,2012,TX,48439,US PRESIDENT,MITT ROMNEY,REPUBLICAN,348920.0,610890,20260225,TOTAL
TEXAS,TARRANT,2012,TX,48439,US PRESIDENT,OTHER,OTHER,8899.0,610890,20260225,TOTAL
TEXAS,TAYLOR,2012,TX,48441,US PRESIDENT,BARACK OBAMA,DEMOCRAT,9750.0,43263,20260225,TOTAL
TEXAS,TAYLOR,2012,TX,48441,US PRESIDENT,MITT ROMNEY,REPUBLICAN,32904.0,43263,20260225,TOTAL
TEXAS,TAYLOR,2012,TX,48441,US PRESIDENT,OTHER,OTHER,609.0,43263,20260225,TOTAL
TEXAS,TOM GREEN,2012,TX,48451,US PRESIDENT,BARACK OBAMA,DEMOCRAT,9294.0,36720,20260225,TOTAL
TEXAS,TOM GREEN,2012,TX,48451,US PRESIDENT,MITT ROMNEY,REPUBLICAN,26878.0,36720,20260225,TOTAL
TEXAS,TOM GREEN,2012,TX,48451,US PRESIDENT,OTHER,OTHER,548.0,36720,20260225,TOTAL
TEXAS,TRAVIS,2012,TX,48453,US PRESIDENT,BARACK OBAMA,DEMOCRAT,232788.0,387057,20260225,TOTAL
TEXAS,TRAVIS,2012,TX,48453,US PRESIDENT,MITT ROMNEY,REPUBLICAN,140152.0,387057,20260225,TOTAL
TEXAS,TRAVIS,2012,TX,48453,US PRESIDENT,OTHER,OTHER,14117.0,387057,20260225,TOTAL
TEXAS,WEBB,2012,TX,48479,US PRESIDENT,BARACK OBAMA,DEMOCRAT,37597.0,49110,20260225,TOTAL
TEXAS,WEBB,2012,TX,48479,US PRESIDENT,MITT ROMNEY,REPUBLICAN,11078.0,49110,20260225,TOTAL
TEXAS,WEBB,2012,TX,48479,US PRESIDENT,OTHER,OTHER,435.0,49110,20260225,TOTAL
TEXAS,WICHITA,2012,TX,48485,US PRESIDENT,BARACK OBAMA,DEMOCRAT,10525.0,41018,20260225,TOTAL
TEXAS,WICHITA,2012,TX,48485,US PRESIDENT,MITT ROMNEY,REPUBLICAN,29812.0,41018,20260225,TOTAL
TEXAS,WICHITA,2012,TX,48485,US PRESIDENT,OTHER,OTHER,681.0,41018,20260225,TOTAL
TEXAS,WILLIAMSON,2012,TX,48491,US PRESIDENT,BARACK OBAMA,DEMOCRAT,61875.0,163271,20260225,TOTAL
TEXAS,WILLIAMSON,2012,TX,48491,US PRESIDENT,MITT ROMNEY,REPUBLICAN,97006.0,163271,20260225,TOTAL
TEXAS,WILLIAMSON,2012,TX,48491,US PRESIDENT,OTHER,OTHER,4390.0,163271,20260225,TOTAL
UTAH,DAVIS,2012,UT,49011,US PRESIDENT,BARACK OBAMA,DEMOCRAT,21889.0,121069,20260225,TOTAL
UTAH,DAVIS,2012,UT,49011,US PRESIDENT,MITT ROMNEY,REPUBLICAN,96861.0,121069,20260225,TOTAL
UTAH,DAVIS,2012,UT,49011,US PRESIDENT,OTHER,OTHER,2319.0,121069,20260225,TOTAL
UTAH,SALT LAKE,2012,UT,49035,US PRESIDENT,BARACK OBAMA,DEMOCRAT,146147.0,381799,20260225,TOTAL
UTAH,SALT LAKE,2012,UT,49035,US PRESIDENT,MITT ROMNEY,REPUBLICAN,223811.0,381799,20260225,TOTAL
UTAH,SALT LAKE,2012,UT,49035,US PRESIDENT,OTHER,OTHER,11841.0,381799,20260225,TOTAL
UTAH,UTAH,2012,UT,49049,US PRESIDENT,BARACK OBAMA,DEMOCRAT,17281.0,177713,20260225,TOTAL
UTAH,UTAH,2012,UT,49049,US PRESIDENT,MITT ROMNEY,REPUBLICAN,156950.0,177713,20260225,TOTAL
UTAH,UTAH,2012,UT,49049,US PRESIDENT,OTHER,OTHER,3482.0,177713,20260225,TOTAL
UTAH,WASHINGTON,2012,UT,49053,US PRESIDENT,BARACK OBAMA,DEMOCRAT,8337.0,54012,20260225,TOTAL
UTAH,WASHINGTON,2012,UT,49053,US PRESIDENT,MITT ROMNEY,REPUBLICAN,44698.0,54012,20260225,TOTAL
UTAH,WASHINGTON,2012,UT,49053,US PRESIDENT,OTHER,OTHER,977.0,54012,20260225,TOTAL
UTAH,WEBER,2012,UT,49057,US PRESIDENT,BARACK OBAMA,DEMOCRAT,19841.0,75912,20260225,TOTAL
UTAH,WEBER,2012,UT,49057,US PRESIDENT,MITT ROMNEY,REPUBLICAN,54224.0,75912,20260225,TOTAL
UTAH,WEBER,2012,UT,49057,US PRESIDENT,OTHER,OTHER,1847.0,75912,20260225,TOTAL
VERMONT,CHITTENDEN,2012,VT,50007,US PRESIDENT,BARACK OBAMA,DEMOCRAT,53626.0,77080,20260225,TOTAL
VERMONT,CHITTENDEN,2012,VT,50007,US PRESIDENT,MITT ROMNEY,REPUBLICAN,21571.0,77080,20260225,TOTAL
VERMONT,CHITTENDEN,2012,VT,50007,US PRESIDENT,OTHER,OTHER,1883.0,77080,20260225,TOTAL
VIRGINIA,ALEXANDRIA,2012,VA,51510,US PRESIDENT,BARACK OBAMA,DEMOCRAT,52199.0,73411,20260225,TOTAL
VIRGINIA,ALEXANDRIA,2012,VA,51510,US PRESIDENT,MITT ROMNEY,REPUBLICAN,20249.0,73411,20260225,TOTAL
VIRGINIA,ALEXANDRIA,2012,VA,51510,US PRESIDENT,OTHER,OTHER,963.0,73411,20260225,TOTAL
VIRGINIA,ARLINGTON,2012,VA,51013,US PRESIDENT,BARACK OBAMA,DEMOCRAT,81269.0,117608,20260225,TOTAL
VIRGINIA,ARLINGTON,2012,VA,51013,US PRESIDENT,MITT ROMNEY,REPUBLICAN,34474.0,117608,20260225,TOTAL
VIRGINIA,ARLINGTON,2012,VA,51013,US PRESIDENT,OTHER,OTHER,1865.0,117608,20260225,TOTAL
VIRGINIA,CHESAPEAKE,2012,VA,51550,US PRESIDENT,BARACK OBAMA,DEMOCRAT,55052.0,110425,20260225,TOTAL
VIRGINIA,CHESAPEAKE,2012,VA,51550,US PRESIDENT,MITT ROMNEY,REPUBLICAN,53900.0,110425,20260225,TOTAL
VIRGINIA,CHESAPEAKE,2012,VA,51550,US PRESIDENT,OTHER,OTHER,1473.0,110425,20260225,TOTAL
VIRGINIA,CHESTERFIELD,2012,VA,51041,US PRESIDENT,BARACK OBAMA,DEMOCRAT,77694.0,170988,20260225,TOTAL
VIRGINIA,CHESTERFIELD,2012,VA,51041,US PRESIDENT,MITT ROMNEY,REPUBLICAN,90934.0,170988,20260225,TOTAL
VIRGINIA,CHESTERFIELD,2012,VA,51041,US PRESIDENT,OTHER,OTHER,2360.0,170988,20260225,TOTAL
VIRGINIA,HAMPTON,2012,VA,51650,US PRESIDENT,BARACK OBAMA,DEMOCRAT,46966.0,66490,20260225,TOTAL
VIRGINIA,HAMPTON,2012,VA,51650,US PRESIDENT,MITT ROMNEY,REPUBLICAN,18640.0,66490,20260225,TOTAL
VIRGINIA,HAMPTON,2012,VA,51650,US PRESIDENT,OTHER,OTHER,884.0,66490,20260225,TOTAL
VIRGINIA,HENRICO,2012,VA,51087,US PRESIDENT,BARACK OBAMA,DEMOCRAT,89594.0,162241,20260225,TOTAL
VIRGINIA,HENRICO,2012,VA,51087,US PRESIDENT,MITT ROMNEY,REPUBLICAN,70449.0,162241,20260225,TOTAL
VIRGINIA,HENRICO,2012,VA,51087,US PRESIDENT,OTHER,OTHER,2198.0,162241,20260225,TOTAL
VIRGINIA,LOUDOUN,2012,VA,51107,US PRESIDENT,BARACK OBAMA,DEMOCRAT,82479.0,160060,20260225,TOTAL
VIRGINIA,LOUDOUN,2012,VA,51107,US PRESIDENT,MITT ROMNEY,REPUBLICAN,75292.0,160060,20260225,TOTAL
VIRGINIA,LOUDOUN,2012,VA,51107,US PRESIDENT,OTHER,OTHER,2289.0,160060,20260225,TOTAL
VIRGINIA,NEWPORT NEWS,2012,VA,51700,US PRESIDENT,BARACK OBAMA,DEMOCRAT,51100.0,79444,20260225,TOTAL
VIRGINIA,NEWPORT NEWS,2012,VA,51700,US PRESIDENT,MITT ROMNEY,REPUBLICAN,27230.0,79444,20260225,TOTAL
VIRGINIA,NEWPORT NEWS,2012,VA,51700,US PRESIDENT,OTHER,OTHER,1114.0,79444,20260225,TOTAL
VIRGINIA,NORFOLK,2012,VA,51710,US PRESIDENT,BARACK OBAMA,DEMOCRAT,62687.0,87043,20260225,TOTAL
VIRGINIA,NORFOLK,2012,VA,51710,US PRESIDENT,MITT ROMNEY,REPUBLICAN,23147.0,87043,20260225,TOTAL
VIRGINIA,NORFOLK,2012,VA,51710,US PRESIDENT,OTHER,OTHER,1209.0,87043,20260225,TOTAL
VIRGINIA,RICHMOND,2012,VA,51760,US PRESIDENT,BARACK OBAMA,DEMOCRAT,75921.0,97569,20260225,TOTAL
VIRGINIA,RICHMOND,2012,VA,51760,US PRESIDENT,MITT ROMNEY,REPUBLICAN,20050.0,97569,20260225,TOTAL
VIRGINIA,RICHMOND,2012,VA,51760,US PRESIDENT,OTHER,OTHER,1598.0,97569,20260225,TOTAL
VIRGINIA,VIRGINIA BEACH,2012,VA,51810,US PRESIDENT,BARACK OBAMA,DEMOCRAT,94299.0,196641,20260225,TOTAL
VIRGINIA,VIRGINIA BEACH,2012,VA,51810,US PRESIDENT,MITT ROMNEY,REPUBLICAN,99291.0,196641,20260225,TOTAL
VIRGINIA,VIRGINIA BEACH,2012,VA,51810,US PRESIDENT,OTHER,OTHER,3051.0,196641,20260225,TOTAL
WASHINGTON,CLARK,2012,WA,53011,US PRESIDENT,BARACK OBAMA,DEMOCRAT,93382.0,190805,20260225,TOTAL
WASHINGTON,CLARK,2012,WA,53011,US PRESIDENT,MITT ROMNEY,REPUBLICAN,92951.0,190805,20260225,TOTAL
WASHINGTON,CLARK,2012,WA,53011,US PRESIDENT,OTHER,OTHER,4472.0,190805,20260225,TOTAL
WASHINGTON,KING,2012,WA,53033,US PRESIDENT,BARACK OBAMA,DEMOCRAT,668004.0,967154,20260225,TOTAL
WASHINGTON,KING,2012,WA,53033,US PRESIDENT,MITT ROMNEY,REPUBLICAN,275700.0,967154,20260225,TOTAL
WASHINGTON,KING,2012,WA,53033,US PRESIDENT,OTHER,OTHER,23450.0,967154,20260225,TOTAL
WASHINGTON,KITSAP,2012,WA,53035,US PRESIDENT,BARACK OBAMA,DEMOCRAT,67277.0,123367,20260225,TOTAL
WASHINGTON,KITSAP,2012,WA,53035,US PRESIDENT,MITT ROMNEY,REPUBLICAN,52846.0,123367,20260225,TOTAL
WASHINGTON,KITSAP,2012,WA,53035,US PRESIDENT,OTHER,OTHER,3244.0,123367,20260225,TOTAL
WASHINGTON,PIERCE,2012,WA,53053,US PRESIDENT,BARACK OBAMA,DEMOCRAT,186430.0,342910,20260225,TOTAL
WASHINGTON,PIERCE,2012,WA,53053,US PRESIDENT,MITT ROMNEY,REPUBLICAN,148467.0,342910,20260225,TOTAL
WASHINGTON,PIERCE,2012,WA,53053,US PRESIDENT,OTHER,OTHER,8013.0,342910,20260225,TOTAL
WASHINGTON,SKAGIT,2012,WA,53057,US PRESIDENT,BARACK OBAMA,DEMOCRAT,28688.0,55269,20260225,TOTAL
WASHINGTON,SKAGIT,2012,WA,53057,US PRESIDENT,MITT ROMNEY,REPUBLICAN,25071.0,55269,20260225,TOTAL
WASHINGTON,SKAGIT,2012,WA,53057,US PRESIDENT,OTHER,OTHER,1510.0,55269,20260225,TOTAL
WASHINGTON,SNOHOMISH,2012,WA,53061,US PRESIDENT,BARACK OBAMA,DEMOCRAT,188516.0,329817,20260225,TOTAL
WASHINGTON,SNOHOMISH,2012,WA,53061,US PRESIDENT,MITT ROMNEY,REPUBLICAN,133016.0,329817,20260225,TOTAL
WASHINGTON,SNOHOMISH,2012,WA,53061,US PRESIDENT,OTHER,OTHER,8285.0,329817,20260225,TOTAL
WASHINGTON,SPOKANE,2012,WA,53063,US PRESIDENT,BARACK OBAMA,DEMOCRAT,102295.0,223830,20260225,TOTAL
WASHINGTON,SPOKANE,2012,WA,53063,US PRESIDENT,MITT ROMNEY,REPUBLICAN,115285.0,223830,20260225,TOTAL
WASHINGTON,SPOKANE,2012,WA,53063,US PRESIDENT,OTHER,OTHER,6250.0,223830,20260225,TOTAL
WASHINGTON,THURSTON,2012,WA,53067,US PRESIDENT,BARACK OBAMA,DEMOCRAT,74037.0,127063,20260225,TOTAL
WASHINGTON,THURSTON,2012,WA,53067,US PRESIDENT,MITT ROMNEY,REPUBLICAN,49287.0,127063,20260225,TOTAL
WASHINGTON,THURSTON,2012,WA,53067,US PRESIDENT,OTHER,OTHER,3739.0,127063,20260225,TOTAL
WASHINGTON,WHATCOM,2012,WA,53073,US PRESIDENT,BARACK OBAMA,DEMOCRAT,57089.0,103029,20260225,TOTAL
WASHINGTON,WHATCOM,2012,WA,53073,US PRESIDENT,MITT ROMNEY,REPUBLICAN,42703.0,103029,20260225,TOTAL
WASHINGTON,WHATCOM,2012,WA,53073,US PRESIDENT,OTHER,OTHER,3237.0,103029,20260225,TOTAL
WASHINGTON,YAKIMA,2012,WA,53077,US PRESIDENT,BARACK OBAMA,DEMOCRAT,33217.0,76973,20260225,TOTAL
WASHINGTON,YAKIMA,2012,WA,53077,US PRESIDENT,MITT ROMNEY,REPUBLICAN,42239.0,76973,20260225,TOTAL
WASHINGTON,YAKIMA,2012,WA,53077,US PRESIDENT,OTHER,OTHER,1517.0,76973,20260225,TOTAL
WEST VIRGINIA,KANAWHA,2012,WV,54039,US PRESIDENT,BARACK OBAMA,DEMOCRAT,32480.0,75077,20260225,TOTAL
WEST VIRGINIA,KANAWHA,2012,WV,54039,US PRESIDENT,MITT ROMNEY,REPUBLICAN,41364.0,75077,20260225,TOTAL
WEST VIRGINIA,KANAWHA,2012,WV,54039,US PRESIDENT,OTHER,OTHER,1233.0,75077,20260225,TOTAL
WISCONSIN,BROWN,2012,WI,55009,US PRESIDENT,BARACK OBAMA,DEMOCRAT,62526.0,128928,20260225,TOTAL
WISCONSIN,BROWN,2012,WI,55009,US PRESIDENT,MITT ROMNEY,REPUBLICAN,64836.0,128928,20260225,TOTAL
WISCONSIN,BROWN,2012,WI,55009,US PRESIDENT,OTHER,OTHER,1566.0,128928,20260225,TOTAL
WISCONSIN,DANE,2012,WI,55025,US PRESIDENT,BARACK OBAMA,DEMOCRAT,216071.0,304181,20260225,TOTAL
WISCONSIN,DANE,2012,WI,55025,US PRESIDENT,MITT ROMNEY,REPUBLICAN,83644.0,304181,20260225,TOTAL
WISCONSIN,DANE,2012,WI,55025,US PRESIDENT,OTHER,OTHER,4466.0,304181,20260225,TOTAL
WISCONSIN,KENOSHA,2012,WI,55059,US PRESIDENT,BARACK OBAMA,DEMOCRAT,44867.0,80897,20260225,TOTAL
WISCONSIN,KENOSHA,2012,WI,55059,US PRESIDENT,MITT ROMNEY,REPUBLICAN,34977.0,80897,20260225,TOTAL
WISCONSIN,KENOSHA,2012,WI,55059,US PRESIDENT,OTHER,OTHER,1053.0,80897,20260225,TOTAL
WISCONSIN,LA CROSSE,2012,WI,55063,US PRESIDENT,BARACK OBAMA,DEMOCRAT,36693.0,63462,20260225,TOTAL
WISCONSIN,LA CROSSE,2012,WI,55063,US PRESIDENT,MITT ROMNEY,REPUBLICAN,25751.0,63462,20260225,TOTAL
WISCONSIN,LA CROSSE,2012,WI,55063,US PRESIDENT,OTHER,OTHER,1018.0,63462,20260225,TOTAL
WISCONSIN,MARATHON,2012,WI,55073,US PRESIDENT,BARACK OBAMA,DEMOCRAT,32363.0,69862,20260225,TOTAL
WISCONSIN,MARATHON,2012,WI,55073,US PRESIDENT,MITT ROMNEY,REPUBLICAN,36617.0,69862,20260225,TOTAL
WISCONSIN,MARATHON,2012,WI,55073,US PRESIDENT,OTHER,OTHER,882.0,69862,20260225,TOTAL
WISCONSIN,MILWAUKEE,2012,WI,55079,US PRESIDENT,BARACK OBAMA,DEMOCRAT,332438.0,492576,20260225,TOTAL
WISCONSIN,MILWAUKEE,2012,WI,55079,US PRESIDENT,MITT ROMNEY,REPUBLICAN,154924.0,492576,20260225,TOTAL
WISCONSIN,MILWAUKEE,2012,WI,55079,US PRESIDENT,OTHER,OTHER,5214.0,492576,20260225,TOTAL
WISCONSIN,OUTAGAMIE,2012,WI,55087,US PRESIDENT,BARACK OBAMA,DEMOCRAT,45659.0,94596,20260225,TOTAL
WISCONSIN,OUTAGAMIE,2012,WI,55087,US PRESIDENT,MITT ROMNEY,REPUBLICAN,47372.0,94596,20260225,TOTAL
WISCONSIN,OUTAGAMIE,2012,WI,55087,US PRESIDENT,OTHER,OTHER,1565.0,94596,20260225,TOTAL
WISCONSIN,RACINE,2012,WI,55101,US PRESIDENT,BARACK OBAMA,DEMOCRAT,53008.0,103364,20260225,TOTAL
WISCONSIN,RACINE,2012,WI,55101,US PRESIDENT,MITT ROMNEY,REPUBLICAN,49347.0,103364,20260225,TOTAL
WISCONSIN,RACINE,2012,WI,55101,US PRESIDENT,OTHER,OTHER,1009.0,103364,20260225,TOTAL
WISCONSIN,ROCK,2012,WI,55105,US PRESIDENT,BARACK OBAMA,DEMOCRAT,49219.0,80690,20260225,TOTAL
WISCONSIN,ROCK,2012,WI,55105,US PRESIDENT,MITT ROMNEY,REPUBLICAN,30517.0,80690,20260225,TOTAL
WISCONSIN,ROCK,2012,WI,55105,US PRESIDENT,OTHER,OTHER,954.0,80690,20260225,TOTAL
WISCONSIN,SHEBOYGAN,2012,WI,55117,US PRESIDENT,BARACK OBAMA,DEMOCRAT,27918.0,62651,20260225,TOTAL
WISCONSIN,SHEBOYGAN,2012,WI,55117,US PRESIDENT,MITT ROMNEY,REPUBLICAN,34072.0,62651,20260225,TOTAL
WISCONSIN,SHEBOYGAN,2012,WI,55117,US PRESIDENT,OTHER,OTHER,661.0,62651,20260225,TOTAL
WISCONSIN,WALWORTH,2012,WI,55127,US PRESIDENT,BARACK OBAMA,DEMOCRAT,22552.0,52303,20260225,TOTAL
WISCONSIN,WALWORTH,2012,WI,55127,US PRESIDENT,MITT ROMNEY,REPUBLICAN,29006.0,52303,20260225,TOTAL
WISCONSIN,WALWORTH,2012,WI,55127,US PRESIDENT,OTHER,OTHER,745.0,52303,20260225,TOTAL
WISCONSIN,WAUKESHA,2012,WI,55133,US PRESIDENT,BARACK OBAMA,DEMOCRAT,78779.0,243856,20260225,TOTAL
WISCONSIN,WAUKESHA,2012,WI,55133,US PRESIDENT,MITT ROMNEY,REPUBLICAN,162798.0,243856,20260225,TOTAL
WISCONSIN,WAUKESHA,2012,WI,55133,US PRESIDENT,OTHER,OTHER,2279.0,243856,20260225,TOTAL
WISCONSIN,WINNEBAGO,2012,WI,55139,US PRESIDENT,BARACK OBAMA,DEMOCRAT,45449.0,89173,20260225,TOTAL
WISCONSIN,WINNEBAGO,2012,WI,55139,US PRESIDENT,MITT ROMNEY,REPUBLICAN,42122.0,89173,20260225,TOTAL
WISCONSIN,WINNEBAGO,2012,WI,55139,US PRESIDENT,OTHER,OTHER,1602.0,89173,20260225,TOTAL
WYOMING,LARAMIE,2012,WY,56021,US PRESIDENT,BARACK OBAMA,DEMOCRAT,14295.0,39505,20260225,TOTAL
WYOMING,LARAMIE,2012,WY,56021,US PRESIDENT,MITT ROMNEY,REPUBLICAN,23904.0,39505,20260225,TOTAL
WYOMING,LARAMIE,2012,WY,56021,US PRESIDENT,OTHER,OTHER,1306.0,39505,20260225,TOTAL
ALABAMA,BALDWIN,2016,AL,01003,US PRESIDENT,DONALD TRUMP,REPUBLICAN,72883.0,95215,20260225,TOTAL
ALABAMA,BALDWIN,2016,AL,01003,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,18458.0,95215,20260225,TOTAL
ALABAMA,BALDWIN,2016,AL,01003,US PRESIDENT,OTHER,OTHER,3874.0,95215,20260225,TOTAL
ALABAMA,CALHOUN,2016,AL,01015,US PRESIDENT,DONALD TRUMP,REPUBLICAN,32865.0,47864,20260225,TOTAL
ALABAMA,CALHOUN,2016,AL,01015,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,13242.0,47864,20260225,TOTAL
ALABAMA,CALHOUN,2016,AL,01015,US PRESIDENT,OTHER,OTHER,1757.0,47864,20260225,TOTAL
ALABAMA,ETOWAH,2016,AL,01055,US PRESIDENT,DONALD TRUMP,REPUBLICAN,32353.0,44164,20260225,TOTAL
ALABAMA,ETOWAH,2016,AL,01055,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,10442.0,44164,20260225,TOTAL
ALABAMA,ETOWAH,2016,AL,01055,US PRESIDENT,OTHER,OTHER,1369.0,44164,20260225,TOTAL
ALABAMA,JEFFERSON,2016,AL,01073,US PRESIDENT,DONALD TRUMP,REPUBLICAN,134768.0,304191,20260225,TOTAL
ALABAMA,JEFFERSON,2016,AL,01073,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,156873.0,304191,20260225,TOTAL
ALABAMA,JEFFERSON,2016,AL,01073,US PRESIDENT,OTHER,OTHER,12550.0,304191,20260225,TOTAL
ALABAMA,LEE,2016,AL,01081,US PRESIDENT,DONALD TRUMP,REPUBLICAN,34617.0,59191,20260225,TOTAL
ALABAMA,LEE,2016,AL,01081,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,21230.0,59191,20260225,TOTAL
ALABAMA,LEE,2016,AL,01081,US PRESIDENT,OTHER,OTHER,3344.0,59191,20260225,TOTAL
ALABAMA,LIMESTONE,2016,AL,01083,US PRESIDENT,DONALD TRUMP,REPUBLICAN,29067.0,40294,20260225,TOTAL
ALABAMA,LIMESTONE,2016,AL,01083,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,9468.0,40294,20260225,TOTAL
ALABAMA,LIMESTONE,2016,AL,01083,US PRESIDENT,OTHER,OTHER,1759.0,40294,20260225,TOTAL
ALABAMA,MOBILE,2016,AL,01097,US PRESIDENT,DONALD TRUMP,REPUBLICAN,95116.0,172737,20260225,TOTAL
ALABAMA,MOBILE,2016,AL,01097,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,72186.0,172737,20260225,TOTAL
ALABAMA,MOBILE,2016,AL,01097,US PRESIDENT,OTHER,OTHER,5435.0,172737,20260225,TOTAL
ALABAMA,SHELBY,2016,AL,01117,US PRESIDENT,DONALD TRUMP,REPUBLICAN,73020.0,101254,20260225,TOTAL
ALABAMA,SHELBY,2016,AL,01117,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,22977.0,101254,20260225,TOTAL
ALABAMA,SHELBY,2016,AL,01117,US PRESIDENT,OTHER,OTHER,5257.0,101254,20260225,TOTAL
ALABAMA,TUSCALOOSA,2016,AL,01125,US PRESIDENT,DONALD TRUMP,REPUBLICAN,47723.0,82700,20260225,TOTAL
ALABAMA,TUSCALOOSA,2016,AL,01125,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,31762.0,82700,20260225,TOTAL
ALABAMA,TUSCALOOSA,2016,AL,01125,US PRESIDENT,OTHER,OTHER,3215.0,82700,20260225,TOTAL
ARIZONA,COCONINO,2016,AZ,04005,US PRESIDENT,DONALD TRUMP,REPUBLICAN,21108.0,59784,20260225,TOTAL
ARIZONA,COCONINO,2016,AZ,04005,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,32404.0,59784,20260225,TOTAL
ARIZONA,COCONINO,2016,AZ,04005,US PRESIDENT,OTHER,OTHER,6272.0,59784,20260225,TOTAL
ARIZONA,MARICOPA,2016,AZ,04013,US PRESIDENT,DONALD TRUMP,REPUBLICAN,747361.0,1567834,20260225,TOTAL
ARIZONA,MARICOPA,2016,AZ,04013,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,702907.0,1567834,20260225,TOTAL
ARIZONA,MARICOPA,2016,AZ,04013,US PRESIDENT,OTHER,OTHER,117566.0,1567834,20260225,TOTAL
ARIZONA,MOHAVE,2016,AZ,04015,US PRESIDENT,DONALD TRUMP,REPUBLICAN,58282.0,79943,20260225,TOTAL
ARIZONA,MOHAVE,2016,AZ,04015,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,17455.0,79943,20260225,TOTAL
ARIZONA,MOHAVE,2016,AZ,04015,US PRESIDENT,OTHER,OTHER,4206.0,79943,20260225,TOTAL
ARIZONA,PIMA,2016,AZ,04019,US PRESIDENT,DONALD TRUMP,REPUBLICAN,167428.0,421640,20260225,TOTAL
ARIZONA,PIMA,2016,AZ,04019,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,224661.0,421640,20260225,TOTAL
ARIZONA,PIMA,2016,AZ,04019,US PRESIDENT,OTHER,OTHER,29551.0,421640,20260225,TOTAL
ARIZONA,YAVAPAI,2016,AZ,04025,US PRESIDENT,DONALD TRUMP,REPUBLICAN,71330.0,114450,20260225,TOTAL
ARIZONA,YAVAPAI,2016,AZ,04025,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,35590.0,114450,20260225,TOTAL
ARIZONA,YAVAPAI,2016,AZ,04025,US PRESIDENT,OTHER,OTHER,7530.0,114450,20260225,TOTAL
ARIZONA,YUMA,2016,AZ,04027,US PRESIDENT,DONALD TRUMP,REPUBLICAN,25165.0,53010,20260225,TOTAL
ARIZONA,YUMA,2016,AZ,04027,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,24605.0,53010,20260225,TOTAL
ARIZONA,YUMA,2016,AZ,04027,US PRESIDENT,OTHER,OTHER,3240.0,53010,20260225,TOTAL
ARKANSAS,BENTON,2016,AR,05007,US PRESIDENT,DONALD TRUMP,REPUBLICAN,60871.0,96824,20260225,TOTAL
ARKANSAS,BENTON,2016,AR,05007,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,28005.0,96824,20260225,TOTAL
