respondent_id,interview_date,treatment,govt_intervention,supports_intervention,fx_status,age,female,ed_level,urban_rural,survey_weight
761,2015-10-13,info,none,0.0,none,25,1,4,2,0.913104019292648
762,2015-10-13,history,DK,0.0,none,23,1,2,2,2.17193067740003
763,2015-10-13,info,some,1.0,none,52,1,4,2,1.77509155466614
764,2015-10-13,info,some,1.0,none,23,0,3,2,1.532002821974
765,2015-10-13,info,big,1.0,none,37,0,1,2,3.59280888390306
766,2015-10-13,history,some,1.0,none,38,1,2,2,1.16210501751241
767,2015-10-13,Hungary,none,0.0,none,28,1,4,2,1.14394776010365
768,2015-10-13,Hungary,DK,0.0,none,45,1,2,2,0.824854752290956
769,2015-10-13,cntrl,DK,0.0,none,19,0,2,2,0.745732330221874
770,2015-10-13,history,DK,0.0,none,61,1,1,2,1.10252957269072
771,2015-10-13,history,none,0.0,none,45,1,1,2,1.03826345134396
772,2015-10-13,cntrl,big,1.0,none,49,1,1,3,1.46225816627366
773,2015-10-13,info,some,1.0,none,23,0,3,3,1.15280657843663
774,2015-10-12,info,big,1.0,current,37,1,4,3,0.839763278776529
775,2015-10-13,cntrl,some,1.0,none,58,0,2,1,0.783902921810175
776,2015-10-13,cntrl,some,1.0,none,26,0,4,1,1.08846270747509
777,2015-10-14,info,some,1.0,none,45,1,2,2,1.17552405683568
778,2015-10-14,info,none,0.0,none,26,0,2,3,1.74381394996129
779,2015-10-14,info,some,1.0,none,57,1,2,2,0.763298167452057
780,2015-10-13,info,none,0.0,none,52,0,4,2,0.580542030075737
781,2015-10-13,cntrl,none,0.0,none,45,1,2,2,0.539997057781866
782,2015-10-13,cntrl,some,1.0,none,31,1,2,1,0.699542308652016
783,2015-10-13,history,none,0.0,none,45,1,4,2,0.577394381283004
784,2015-10-13,cntrl,some,1.0,none,53,1,3,2,0.619532177407999
785,2015-10-12,Hungary,some,1.0,none,39,0,4,3,1.04297806863206
786,2015-10-12,info,none,0.0,none,61,0,4,3,0.691010273100736
787,2015-10-13,cntrl,none,0.0,current,41,0,4,1,0.808129330061582
788,2015-10-14,info,big,1.0,none,20,1,3,1,0.62549107572115
789,2015-10-14,Hungary,none,0.0,none,38,0,2,3,1.40802725089311
790,2015-10-09,info,none,0.0,none,28,0,4,3,1.76130036773872
791,2015-10-14,info,some,1.0,none,67,0,4,3,0.561502625589313
792,2015-10-14,info,big,1.0,none,39,0,1,3,1.70385667381883
793,2015-10-14,info,some,1.0,none,58,0,1,2,0.98466219955288
794,2015-10-14,cntrl,big,1.0,none,59,1,4,1,0.625504028265834
795,2015-10-14,cntrl,some,1.0,none,49,0,2,2,1.22648989963965
796,2015-10-14,Hungary,none,0.0,none,39,1,4,3,1.13759102662212
797,2015-10-14,info,some,1.0,none,67,1,2,3,0.949112204066492
798,2015-10-13,info,some,1.0,none,20,1,3,3,0.78643223847359
799,2015-10-14,Hungary,big,1.0,none,59,1,2,1,0.606421621698889
800,2015-10-14,Hungary,none,0.0,none,33,1,4,3,1.52686217922142
801,2015-10-13,cntrl,big,1.0,none,21,0,3,3,1.12597718867659
802,2015-10-14,cntrl,none,0.0,none,22,1,4,2,0.707934107956847
803,2015-10-14,cntrl,,,none,59,1,4,1,0.886992248106112
804,2015-10-14,history,some,1.0,none,57,1,4,2,0.451724162599502
805,2015-10-14,Hungary,some,1.0,none,30,1,4,2,0.914893672836381
806,2015-10-14,Hungary,none,0.0,none,19,0,1,3,1.64701187824687
807,2015-10-14,info,none,0.0,none,76,0,2,1,0.650098051247982
808,2015-10-14,cntrl,some,1.0,none,60,1,2,1,0.677188680811459
809,2015-10-14,info,some,1.0,none,35,1,2,1,0.75571282623033
810,2015-10-14,info,none,0.0,none,70,1,2,3,0.85523198564313
811,2015-10-14,Hungary,DK,0.0,none,46,1,2,2,0.824854752290956
812,2015-10-14,history,none,0.0,none,31,0,4,3,1.41905337227524
813,2015-10-14,info,big,1.0,none,31,0,4,3,1.74375885331312
814,2015-10-11,Hungary,none,0.0,none,52,1,4,3,1.52805750935023
815,2015-10-12,info,some,1.0,none,52,1,2,2,1.66012044433687
816,2015-10-12,history,some,1.0,none,83,1,1,2,0.627592391211111
817,2015-10-12,cntrl,none,0.0,none,40,1,4,3,1.13759102662212
818,2015-10-14,Hungary,some,1.0,none,45,1,2,2,1.30267605256891
819,2015-10-14,info,none,0.0,none,75,0,2,2,0.931624231639098
820,2015-10-14,Hungary,big,1.0,none,55,1,4,2,0.711382054398424
821,2015-10-14,cntrl,big,1.0,none,51,0,2,1,0.735631974240951
822,2015-10-14,info,big,1.0,none,81,1,2,2,0.61233622418904
823,2015-10-14,info,some,1.0,none,71,1,4,3,0.618557038182338
824,2015-10-14,Hungary,DK,0.0,none,47,1,1,2,1.71388628696968
825,2015-10-14,history,none,0.0,none,59,1,4,2,0.711735680256073
826,2015-10-14,Hungary,none,0.0,none,49,0,2,2,1.72402076285302
827,2015-10-14,info,big,1.0,none,40,0,2,2,1.42276944731979
828,2015-10-14,history,some,1.0,none,34,0,2,1,1.53931262220006
829,2015-10-14,history,some,1.0,none,22,1,4,1,0.692478928089214
830,2015-10-14,history,some,1.0,none,30,0,4,1,0.971313749399257
831,2015-10-14,history,big,1.0,none,37,1,2,1,0.673137185761028
832,2015-10-14,Hungary,some,1.0,none,50,1,2,1,0.798085122474173
833,2015-10-14,history,big,1.0,none,38,1,2,2,0.922441506873857
834,2015-10-14,info,some,1.0,none,32,1,3,1,1.33406753419431
835,2015-10-14,Hungary,some,1.0,none,67,0,1,2,1.03294499254391
836,2015-10-14,cntrl,none,0.0,none,59,0,2,2,0.851739834605316
837,2015-10-14,history,none,0.0,none,68,1,1,2,0.895454671571045
838,2015-10-14,info,none,0.0,none,27,1,4,1,0.9435826915033
839,2015-10-14,info,none,0.0,none,58,0,2,2,0.853308657701901
840,2015-10-13,Hungary,DK,0.0,none,62,1,2,2,0.739728861988462
841,2015-10-13,Hungary,some,1.0,none,75,0,1,2,1.0348475781645
842,2015-10-13,history,DK,0.0,none,74,0,1,2,1.0348475781645
843,2015-10-14,cntrl,some,1.0,past,44,1,4,3,1.12626128992903
844,2015-10-14,cntrl,none,0.0,none,66,0,4,2,0.623651371694855
845,2015-10-14,Hungary,some,1.0,none,38,0,2,1,0.931089450347599
846,2015-10-14,Hungary,none,0.0,none,65,0,4,3,0.723543521422522
847,2015-10-13,cntrl,big,1.0,none,72,0,1,1,1.31741855908427
848,2015-10-14,Hungary,some,1.0,none,37,1,2,2,0.782615555974129
849,2015-10-14,Hungary,none,0.0,none,36,0,4,2,1.23858884912076
850,2015-10-13,Hungary,some,1.0,none,44,0,2,2,1.42206254435005
851,2015-10-14,Hungary,some,1.0,none,22,1,2,3,0.757500870383584
852,2015-10-14,info,some,1.0,none,37,0,4,3,1.01837300359799
853,2015-10-14,cntrl,none,0.0,current,36,0,4,3,0.678585535553201
854,2015-10-14,history,none,0.0,none,57,1,2,3,0.418188082441496
855,2015-10-13,cntrl,some,1.0,none,44,1,3,1,0.52119507830815
856,2015-10-14,Hungary,some,1.0,none,53,0,2,2,0.676108750249336
857,2015-10-14,history,some,1.0,none,29,0,4,3,1.76130036773872
858,2015-10-14,Hungary,some,1.0,current,60,0,3,3,0.932868412515168
859,2015-10-14,history,some,1.0,none,33,1,4,2,1.01123761856731
860,2015-10-14,history,big,1.0,current,33,1,3,3,1.61092712004853
861,2015-10-14,cntrl,DK,0.0,none,19,1,3,2,0.565076931634094
862,2015-10-14,cntrl,none,0.0,none,38,1,2,2,1.09546919275372
863,2015-10-12,history,none,0.0,none,79,0,4,3,0.713531812919403
864,2015-10-14,Hungary,some,1.0,none,45,0,2,1,0.887846358232116
865,2015-10-14,cntrl,some,1.0,none,60,1,1,1,0.990292169258387
866,2015-10-14,cntrl,DK,0.0,none,27,1,2,1,0.900768690936191
867,2015-10-14,history,some,1.0,none,32,1,4,1,0.9435826915033
868,2015-10-14,cntrl,big,1.0,none,34,1,1,1,1.31264694554831
869,2015-10-14,info,some,1.0,none,63,1,1,1,0.990292169258387
870,2015-10-14,history,some,1.0,none,36,1,4,2,0.949791532978451
871,2015-10-14,history,none,0.0,past,51,0,3,3,1.25947555779341
872,2015-10-14,info,none,0.0,none,24,0,2,1,1.01771813000746
873,2015-10-14,history,DK,0.0,none,31,1,2,1,1.29964188346599
874,2015-10-14,info,DK,0.0,past,36,1,2,1,1.03612042831459
875,2015-10-14,history,DK,0.0,none,72,0,1,1,0.960336394225949
876,2015-10-14,Hungary,big,1.0,none,66,1,1,1,0.832510653226062
877,2015-10-14,info,DK,0.0,none,57,1,1,1,1.00035515364594
878,2015-10-14,cntrl,big,1.0,none,62,1,3,2,0.697502078446737
879,2015-10-14,cntrl,none,0.0,none,48,1,2,2,0.956097923202496
880,2015-10-14,history,some,1.0,none,46,0,2,1,0.88474641769746
881,2015-10-14,history,some,1.0,none,62,1,2,1,0.677188680811459
882,2015-10-14,Hungary,none,0.0,none,22,0,2,2,1.09842248720207
883,2015-10-14,cntrl,some,1.0,none,29,0,4,2,1.47053566454138
884,2015-10-14,cntrl,some,1.0,current,39,0,4,1,0.723678810300175
885,2015-10-14,history,some,1.0,none,30,1,3,3,1.09415608803048
886,2015-10-14,info,none,0.0,none,61,1,4,3,0.797508795496874
887,2015-10-13,Hungary,DK,0.0,none,75,0,4,3,0.713531812919403
888,2015-10-14,cntrl,big,1.0,none,35,1,3,3,1.23940330520581
889,2015-10-14,Hungary,big,1.0,none,68,0,4,3,0.919445959891745
890,2015-10-14,cntrl,none,0.0,none,20,0,1,1,1.37400126498052
891,2015-10-12,info,some,1.0,none,35,1,3,2,0.942049977165194
892,2015-10-12,Hungary,none,0.0,none,61,0,2,2,0.978990835392119
893,2015-10-13,info,none,0.0,none,58,0,2,2,0.770401423661038
894,2015-10-10,cntrl,DK,0.0,none,19,0,3,2,1.10430137540471
895,2015-10-13,cntrl,some,1.0,none,31,1,4,2,1.17840970063389
896,2015-10-14,Hungary,none,0.0,none,68,1,4,3,0.683372602748079
897,2015-10-14,history,none,0.0,none,57,0,2,3,0.745407942854901
898,2015-10-14,Hungary,none,0.0,none,24,0,2,2,0.720526945109791
899,2015-10-14,info,big,1.0,none,41,0,2,1,2.86357945503656
900,2015-10-14,info,none,0.0,none,53,0,2,1,1.88594371680935
901,2015-10-14,Hungary,some,1.0,none,67,0,2,2,0.720332641852327
902,2015-10-13,info,some,1.0,none,79,1,1,2,0.909984839500705
903,2015-10-14,Hungary,some,1.0,none,19,1,1,2,1.31979894086033
904,2015-10-14,cntrl,none,0.0,none,51,1,2,1,1.04335025581918
905,2015-10-14,cntrl,none,0.0,none,44,0,3,1,0.8717468392747
906,2015-10-14,info,DK,0.0,none,85,1,1,1,0.825654065416682
907,2015-10-13,cntrl,some,1.0,none,30,1,4,2,0.866277385003109
908,2015-10-13,Hungary,some,1.0,none,24,0,4,2,0.716066954805906
909,2015-10-14,info,some,1.0,none,36,1,4,1,0.704312634017607
910,2015-10-14,Hungary,some,1.0,none,59,0,2,2,0.77679916967969
911,2015-10-14,Hungary,none,0.0,none,26,0,4,2,1.37063422833934
912,2015-10-14,Hungary,big,1.0,none,29,1,4,2,0.987938180251977
913,2015-10-14,cntrl,none,0.0,none,73,1,2,2,0.665536812552906
914,2015-10-14,info,none,0.0,none,50,1,4,3,0.862160258210982
915,2015-10-14,history,some,1.0,none,21,1,2,3,0.985854865561653
916,2015-10-14,info,some,1.0,none,57,0,2,3,0.74143966928484
917,2015-10-14,history,none,0.0,none,44,1,2,3,0.80663058909601
918,2015-10-14,cntrl,some,1.0,none,48,0,2,2,0.88922333614749
919,2015-10-14,info,none,0.0,none,23,0,3,3,0.907182985913922
920,2015-10-14,history,none,0.0,none,23,1,2,3,0.981053401985397
921,2015-10-13,Hungary,some,1.0,none,51,0,2,1,0.860593403153457
922,2015-10-13,history,some,1.0,none,32,1,4,1,0.914618877588757
923,2015-10-14,cntrl,some,1.0,none,41,0,2,2,0.929581381687229
924,2015-10-14,history,big,1.0,none,30,0,2,2,1.30844324586601
925,2015-10-14,Hungary,DK,0.0,none,69,1,2,2,0.695360483214431
926,2015-10-11,cntrl,big,1.0,none,23,0,3,2,0.855569799220141
927,2015-10-11,history,none,0.0,none,74,1,2,2,0.606090577255498
928,2015-10-14,Hungary,none,0.0,none,24,0,1,2,1.16283431463738
929,2015-10-14,Hungary,big,1.0,none,26,1,4,2,1.01123761856731
930,2015-10-11,history,none,0.0,none,64,1,2,2,0.728285974701088
931,2015-10-14,cntrl,big,1.0,none,28,1,3,3,1.36790447768612
932,2015-10-14,info,some,1.0,none,60,0,2,3,1.25194118715512
933,2015-10-14,info,some,1.0,none,65,1,2,2,0.980635790078257
934,2015-10-14,history,some,1.0,none,36,0,3,2,1.10525590644983
935,2015-10-14,history,none,0.0,none,67,0,2,2,1.02195332911819
936,2015-10-14,info,none,0.0,none,44,1,2,2,1.21465844947382
937,2015-10-15,cntrl,none,0.0,none,47,1,2,3,1.1716618929533
938,2015-10-15,info,DK,0.0,none,64,0,1,3,1.44977131969056
939,2015-10-15,info,none,0.0,none,43,1,4,3,1.32372164885179
940,2015-10-15,cntrl,DK,0.0,none,75,1,1,1,1.13246843167913
941,2015-10-15,Hungary,DK,0.0,none,45,1,2,1,0.619042409304617
942,2015-10-15,Hungary,none,0.0,none,66,0,2,1,0.544636574836652
943,2015-10-15,Hungary,some,1.0,none,61,0,2,3,0.474126945232581
944,2015-10-15,history,none,0.0,none,83,0,4,1,0.579218268689387
945,2015-10-15,info,some,1.0,none,35,0,2,1,0.860216723090293
946,2015-10-15,history,none,0.0,none,59,0,2,1,1.03705452105346
947,2015-10-15,cntrl,some,1.0,none,77,1,1,2,1.60799619614916
948,2015-10-15,Hungary,some,1.0,none,46,1,2,2,0.98608243250599
949,2015-10-15,Hungary,none,0.0,none,63,1,2,1,0.726865538474088
950,2015-10-15,Hungary,big,1.0,none,78,1,3,2,0.726878200636649
951,2015-10-15,Hungary,big,1.0,none,59,0,2,2,0.829931748045895
952,2015-10-15,Hungary,none,0.0,none,55,1,4,1,0.666140245527485
953,2015-10-15,info,big,1.0,current,33,0,2,2,0.922465065057948
954,2015-10-15,info,some,1.0,none,48,0,1,2,1.35153894176306
955,2015-10-15,cntrl,DK,0.0,none,65,1,2,2,0.744732445630036
956,2015-10-15,cntrl,some,1.0,none,68,0,2,2,0.776110570116163
957,2015-10-15,info,some,1.0,none,54,0,2,2,0.735980307660011
958,2015-10-15,info,some,1.0,none,21,0,2,1,0.772566448247141
959,2015-10-15,Hungary,some,1.0,none,79,1,1,1,1.08784396073375
960,2015-10-15,info,big,1.0,none,39,1,1,1,1.47028473153018
961,2015-10-15,Hungary,DK,0.0,none,65,0,1,1,1.13367854659298
962,2015-10-15,Hungary,some,1.0,none,34,1,2,1,1.0990765780504
963,2015-10-15,history,none,0.0,none,28,1,2,1,1.0990765780504
964,2015-10-15,Hungary,none,0.0,none,70,0,4,2,0.636713635013558
965,2015-10-15,info,big,1.0,current,46,1,4,2,0.723698629263208
966,2015-10-15,history,DK,0.0,none,52,1,1,2,1.3813771756528
967,2015-10-15,info,DK,0.0,none,27,1,4,2,0.905644344396465
968,2015-10-15,info,some,1.0,none,63,1,2,2,0.652998839887552
969,2015-10-15,Hungary,some,1.0,none,22,1,1,2,1.20862773293974
970,2015-10-15,history,big,1.0,none,59,1,2,2,0.747871638910262
971,2015-10-15,Hungary,none,0.0,none,65,1,2,2,0.716466520924736
972,2015-10-15,Hungary,none,0.0,none,32,0,2,3,1.12286263122217
973,2015-10-15,history,none,0.0,none,30,1,2,3,0.862599056051664
974,2015-10-15,Hungary,some,1.0,none,68,1,4,2,0.641866665325264
975,2015-10-15,cntrl,none,0.0,none,63,0,2,2,0.656544033726813
976,2015-10-15,history,big,1.0,none,82,1,4,2,0.603544606587753
977,2015-10-15,cntrl,big,1.0,none,61,1,1,2,1.5886942863112
978,2015-10-15,Hungary,none,0.0,none,34,1,4,2,1.30858791955053
979,2015-10-15,history,DK,0.0,none,56,1,1,2,1.45596832692486
980,2015-10-15,history,none,0.0,none,48,0,2,2,1.11580093421228
981,2015-10-15,info,none,0.0,none,43,0,3,3,0.905598265489561
982,2015-10-15,info,none,0.0,none,59,1,2,3,0.615359495526102
983,2015-10-15,history,none,0.0,none,68,1,2,3,0.701561620900267
984,2015-10-15,history,big,1.0,none,40,1,3,3,0.86898495779463
985,2015-10-15,cntrl,none,0.0,none,44,0,2,1,0.868186777536222
986,2015-10-15,Hungary,none,0.0,none,32,0,2,1,1.69600398492084
987,2015-10-15,Hungary,some,1.0,none,59,1,4,3,0.604367482848303
988,2015-10-15,info,big,1.0,none,19,1,1,3,1.2523410005812
989,2015-10-15,Hungary,some,1.0,none,67,0,2,3,0.709023879962181
990,2015-10-15,cntrl,some,1.0,none,41,0,4,2,0.814809725128961
991,2015-10-15,Hungary,none,0.0,none,48,1,4,2,0.747693091088521
992,2015-10-15,cntrl,none,0.0,none,18,0,1,2,1.30398931814781
993,2015-10-15,cntrl,some,1.0,none,27,1,2,2,0.925351289650426
994,2015-10-15,history,some,1.0,none,40,1,4,3,0.865748873172153
995,2015-10-15,info,some,1.0,none,20,0,2,1,1.1399847407863
996,2015-10-15,cntrl,none,0.0,none,82,0,2,1,0.993505845189021
997,2015-10-15,cntrl,some,1.0,none,83,0,1,1,1.46062412241606
998,2015-10-15,info,none,0.0,none,31,1,4,1,1.31491381248905
999,2015-10-15,cntrl,big,1.0,current,52,0,4,2,0.792328117026207
1000,2015-10-15,Hungary,none,0.0,none,58,0,2,2,0.689112467439968
1001,2015-10-15,cntrl,big,1.0,none,74,1,2,2,0.559001351673394
1002,2015-10-15,Hungary,none,0.0,none,78,1,3,3,0.791520781276154
1003,2015-10-15,info,some,1.0,none,70,0,4,3,0.877245387105503
1004,2015-10-15,cntrl,none,0.0,none,84,0,4,3,0.877245387105503
1005,2015-10-15,info,some,1.0,none,67,1,2,3,0.906519135664107
1006,2015-10-15,Hungary,none,0.0,none,64,1,4,3,0.878676340424127
1007,2015-10-15,info,none,0.0,none,44,0,2,1,0.684322361837511
1008,2015-10-15,history,none,0.0,none,51,0,2,1,0.713724970800448
1009,2015-10-15,Hungary,DK,0.0,none,74,1,1,1,0.973538972678002
1010,2015-10-15,cntrl,none,0.0,none,65,0,1,1,0.744378690277232
1011,2015-10-15,Hungary,DK,0.0,none,55,1,3,1,0.60353409288695
1012,2015-10-15,history,some,1.0,none,53,0,2,1,1.26867401490101
1013,2015-10-15,cntrl,DK,0.0,none,78,1,1,1,0.973538972678002
1014,2015-10-15,history,DK,0.0,none,70,1,4,2,0.674407880666398
1015,2015-10-15,Hungary,none,0.0,none,52,0,2,2,0.953449152477301
1016,2015-10-15,history,big,1.0,none,51,0,2,2,0.951787571842846
1017,2015-10-15,info,none,0.0,none,61,0,2,2,0.732351566491676
1018,2015-10-15,Hungary,big,1.0,none,60,0,2,1,0.720343738389621
1019,2015-10-15,history,some,1.0,none,20,0,2,1,0.633932339326358
1020,2015-10-15,info,big,1.0,none,74,1,1,1,0.973538972678002
1021,2015-10-15,Hungary,some,1.0,none,73,0,4,2,0.712121828402293
1022,2015-10-15,history,none,0.0,none,37,1,4,2,1.14459820737219
1023,2015-10-15,history,DK,0.0,none,77,1,1,1,1.13090962795657
1024,2015-10-15,history,none,0.0,none,69,0,3,1,0.699952433990044
1025,2015-10-15,history,none,0.0,none,56,1,1,1,1.67909456817639
1026,2015-10-15,cntrl,some,1.0,none,72,0,4,3,1.01027754881306
1027,2015-10-15,cntrl,some,1.0,none,56,1,2,3,1.06212294112906
1028,2015-10-15,Hungary,none,0.0,none,68,0,4,3,0.98466328334647
1029,2015-10-15,history,big,1.0,none,60,1,4,3,0.986269455591708
1030,2015-10-15,info,none,0.0,none,68,0,3,3,0.765326298490097
1031,2015-10-15,Hungary,none,0.0,none,31,0,4,3,1.10795741725224
1032,2015-10-15,Hungary,none,0.0,none,55,0,2,3,1.00352878866421
1033,2015-10-15,info,big,1.0,none,20,0,1,3,1.62179264686427
1034,2015-10-15,info,none,0.0,none,35,1,3,3,1.08866820129912
1035,2015-10-15,cntrl,none,0.0,none,65,0,2,3,0.96138794741531
1036,2015-10-15,cntrl,,,none,57,1,1,3,1.41571083147206
1037,2015-10-15,history,some,1.0,none,24,1,2,3,1.05853192709416
1038,2015-10-15,cntrl,some,1.0,none,43,1,1,3,1.83306655845103
1039,2015-10-15,info,none,0.0,none,78,1,2,3,0.969432061181773
1040,2015-10-15,info,none,0.0,none,29,0,4,3,1.46257159318736
1041,2015-10-15,history,some,1.0,none,61,1,1,2,1.18325674342364
1042,2015-10-15,info,none,0.0,none,57,0,2,2,0.732351566491676
1043,2015-10-15,info,some,1.0,none,37,0,2,2,0.869030238524246
1044,2015-10-15,Hungary,none,0.0,past,41,1,4,2,0.886843553402965
1045,2015-10-15,Hungary,none,0.0,none,52,1,4,2,1.23839824941271
1046,2015-10-15,Hungary,some,1.0,none,57,1,4,1,0.683318863041654
1047,2015-10-15,info,some,1.0,none,30,0,3,1,1.47881555759453
1048,2015-10-15,Hungary,some,1.0,none,29,1,2,1,1.07196896589419
1049,2015-10-15,cntrl,none,0.0,none,65,0,2,1,0.820662429854105
1050,2015-10-15,Hungary,none,0.0,none,55,0,2,1,0.899128911218592
1051,2015-10-15,Hungary,none,0.0,none,66,0,2,2,0.981110523669741
1052,2015-10-15,cntrl,some,1.0,none,66,1,3,1,0.578190092112939
1053,2015-10-15,info,,,,38,1,4,1,0.761644884683409
1054,2015-10-15,history,some,1.0,none,60,0,2,1,1.024603601516
1055,2015-10-15,info,none,0.0,none,24,1,4,1,0.723915145768073
1056,2015-10-15,cntrl,DK,0.0,none,48,1,1,1,1.15316184642731
1057,2015-10-15,info,none,0.0,none,35,0,4,1,0.793735588057558
1058,2015-10-15,info,some,1.0,none,30,0,2,1,0.820228683231521
1059,2015-10-15,info,some,1.0,none,61,1,2,1,1.03522216820754
1060,2015-10-15,Hungary,some,1.0,none,22,0,2,1,1.03547515088958
1061,2015-10-15,history,DK,0.0,none,83,1,2,1,0.865939890735743
1062,2015-10-15,info,some,1.0,none,39,1,2,1,1.3404087154827
1063,2015-10-15,Hungary,big,1.0,none,64,1,2,2,0.761354624509579
1064,2015-10-15,history,some,1.0,current,60,1,2,2,0.697747973537168
1065,2015-10-15,cntrl,none,0.0,none,50,1,2,2,0.942716604558932
1066,2015-10-15,history,none,0.0,none,60,1,1,2,1.17484691386383
1067,2015-10-15,cntrl,big,1.0,none,28,1,4,3,0.893862288124496
1068,2015-10-15,Hungary,none,0.0,none,50,1,1,3,1.23144154769943
1069,2015-10-15,cntrl,none,0.0,none,63,1,2,3,1.00800805737338
1070,2015-10-15,Hungary,none,0.0,none,70,0,4,3,0.93449494872775
1071,2015-10-15,Hungary,none,0.0,none,64,1,2,3,1.00800805737338
1072,2015-10-15,info,none,0.0,none,59,0,4,3,0.839196858856819
1073,2015-10-15,info,none,0.0,none,61,1,4,3,0.878676340424127
1074,2015-10-15,Hungary,none,0.0,none,54,0,4,3,1.03910160636066
1075,2015-10-15,cntrl,some,1.0,none,53,1,2,3,1.1716618929533
1076,2015-10-15,Hungary,none,0.0,none,65,1,4,3,0.771452807442871
1077,2015-10-15,info,some,1.0,none,21,0,3,3,1.26490444750195
1078,2015-10-15,history,DK,0.0,none,32,1,4,3,1.53137734197527
1079,2015-10-15,history,some,1.0,none,59,1,2,2,1.02362032848835
1080,2015-10-15,info,none,0.0,none,60,0,2,2,0.85360935264222
1081,2015-10-15,Hungary,some,1.0,none,27,0,2,2,1.2146674462765
1082,2015-10-16,Hungary,DK,0.0,none,65,0,1,2,1.14101575331756
1083,2015-10-16,info,some,1.0,none,19,0,3,3,0.94648613511475
1084,2015-10-16,history,some,1.0,none,77,1,1,3,1.33273872860893
1085,2015-10-16,info,none,0.0,none,43,0,2,3,1.1701640061739
1086,2015-10-15,Hungary,some,1.0,none,74,1,4,3,0.984299244589434
1087,2015-10-16,Hungary,big,1.0,none,57,0,4,3,1.02782436022359
1088,2015-10-16,info,big,1.0,none,67,1,2,3,0.969432061181773
1089,2015-10-15,cntrl,none,0.0,none,33,0,4,3,1.05843837715495
1090,2015-10-15,Hungary,some,1.0,none,21,1,2,3,0.878380812793483
1091,2015-10-16,info,some,1.0,none,67,0,3,3,0.932833119723818
1092,2015-10-16,Hungary,some,1.0,none,61,1,2,3,1.07010514169015
1093,2015-10-16,info,some,1.0,none,75,1,3,3,0.89511870777979
1094,2015-10-16,history,some,1.0,none,41,0,2,1,0.833976220715765
1095,2015-10-16,Hungary,none,0.0,none,38,0,2,1,0.833976220715765
1096,2015-10-16,Hungary,none,0.0,none,59,1,4,1,0.526220528202092
1097,2015-10-16,Hungary,none,0.0,none,43,1,2,1,0.873210100687829
1098,2015-10-16,info,none,0.0,none,40,0,2,2,1.12160758157433
1099,2015-10-16,history,some,1.0,none,19,0,1,3,1.44388660718103
1100,2015-10-16,info,none,0.0,none,33,1,4,3,0.95145112254645
1101,2015-10-16,cntrl,some,1.0,none,69,1,1,1,0.973538972678002
1102,2015-10-16,history,DK,0.0,none,34,1,2,1,0.858815819061281
1103,2015-10-16,Hungary,none,0.0,none,63,0,2,2,0.9314243148055
1104,2015-10-16,history,some,1.0,none,28,1,2,1,0.858815819061281
1105,2015-10-16,info,some,1.0,none,35,1,2,1,0.573353877993267
1106,2015-10-16,history,none,0.0,past,62,0,4,1,0.684991900645821
1107,2015-10-16,info,big,1.0,none,60,0,2,1,0.737674281646527
1108,2015-10-16,history,none,0.0,none,69,1,4,3,0.665306098409776
1109,2015-10-16,Hungary,some,1.0,none,25,1,2,3,0.85158311141819
1110,2015-10-16,info,none,0.0,none,79,0,4,3,0.69333771929561
1111,2015-10-16,cntrl,some,1.0,none,55,1,4,3,0.636449955930772
1112,2015-10-16,cntrl,none,0.0,none,22,0,2,2,0.935753230303201
1113,2015-10-15,cntrl,some,1.0,none,66,0,2,1,0.544636574836652
1114,2015-10-15,Hungary,some,1.0,none,18,1,1,1,1.10175034184803
1115,2015-10-15,info,big,1.0,none,75,0,4,3,0.619079193513086
1116,2015-10-16,Hungary,none,0.0,none,59,0,2,2,0.86623805042722
1117,2015-10-16,info,some,1.0,none,30,1,4,2,1.00705521375938
1118,2015-10-16,history,none,0.0,none,28,1,4,2,1.25790432192959
1119,2015-10-16,history,some,1.0,none,28,1,2,1,0.711417368063979
1120,2015-10-16,info,none,0.0,none,69,1,1,1,0.879966575312772
1121,2015-10-16,Hungary,DK,0.0,none,57,1,2,1,0.499949612441731
1122,2015-10-16,Hungary,big,1.0,current,33,1,1,1,1.19786302653385
1123,2015-10-16,info,none,0.0,none,42,0,2,1,0.772623463971739
1124,2015-10-16,info,big,1.0,current,37,0,4,1,0.717445122104931
1125,2015-10-16,history,some,1.0,none,50,0,2,3,1.26548072429982
1126,2015-10-16,Hungary,some,1.0,none,48,1,1,3,1.78525498087114
1127,2015-10-16,info,none,0.0,none,47,1,4,2,1.03550530433929
1128,2015-10-16,info,none,0.0,none,59,0,2,2,0.919983820424693
1129,2015-10-16,history,none,0.0,none,68,0,4,2,1.02275799115883
1130,2015-10-16,history,some,1.0,none,82,0,2,2,0.961695166231498
1131,2015-10-16,cntrl,none,0.0,none,74,0,4,1,1.01849469843495
1132,2015-10-16,history,some,1.0,none,37,0,4,1,0.886929532479492
1133,2015-10-16,history,none,0.0,none,70,0,3,2,0.892311332070017
1134,2015-10-16,Hungary,none,0.0,none,46,1,4,2,1.07861251873118
1135,2015-10-16,history,none,0.0,none,44,0,2,2,1.26583616337545
1136,2015-10-16,history,some,1.0,none,57,0,2,2,0.85360935264222
1137,2015-10-16,info,big,1.0,none,44,1,2,1,0.820222607959114
