"country","ID","countr","age_group","gender_bin","education","manipulation_check2","party","party2","education_bin","policy_ai_offshoregr_1","policy_ai_offshoregr_2","policy_ai_offshoregr_3","policy_ai_offshoregr_4","policy_ai_offshoregr_5","policy_ai_offshoregr_6","tables_policygr_1","tables_policygr_2","tables_policygr_3","tables_policygr_4","tables_policygr_5","tables_policygr_6","treat_offshoring","qtable_1","qtable_2","qtable_3","qtable_4","price_after_1","price_after_2","price_after_3","price_after_4","cs_after_1","cs_after_2","cs_after_3","cs_after_4","factory_after_1","factory_after_2","factory_after_3","factory_after_4","ds_after_1","ds_after_2","ds_after_3","ds_after_4","income","GeoPC_Region1","region","gender"
1,2123,"US","30 to 44",NA,"College grad","Fail","Democratic","Democratic","College",4,5,4,4,5,5,4,5,4,5,5,5,"AI",4,4,4,NA,"Unchanged at 600$","Decreases to 450$","Unchanged at 600$","Unchanged at 600$","Unchanged at 100","Increase to 125","Decrease to 75","Decrease to 75","Unchanged at 400","Decrease to 300","Unchanged at 400","Unchanged at 400","Increase to 250","Decrease to 150","Increase to 250","Decrease to 150","High",NA,3,"Other"
1,2124,"US","45 to 64","Man","Some college","Pass","Democratic","Democratic","No college",5,5,5,2,2,2,5,5,4,2,3,3,"Offshoring",4,3,5,3,"Decreases to 300$","Decreases to 450$","Decreases to 300$","Unchanged at 600$","Increase to 125","Decrease to 75","Increase to 125","Decrease to 75","Unchanged at 400","Unchanged at 400","Increase to 500","Decrease to 300","Unchanged at 200","Decrease to 150","Increase to 250","Increase to 250","High",NA,3,"Man"
1,2125,"US","30 to 44","Man","College grad","Pass","Republican","Republican","College",1,1,1,5,5,1,1,1,1,5,5,1,"Offshoring",3,1,3,1,"Decreases to 450$","Unchanged at 600$","Decreases to 300$","Unchanged at 600$","Decrease to 75","Decrease to 75","Decrease to 75","Unchanged at 100","Unchanged at 400","Decrease to 300","Unchanged at 400","Decrease to 300","Increase to 250","Unchanged at 200","Increase to 250","Unchanged at 200","Middle",NA,2,"Man"
1,2126,"US","45 to 64","Man","Some college","Pass","Other","Other","No college",5,5,5,5,1,1,1,5,1,5,1,5,"Offshoring",1,1,1,1,"Decreases to 300$","Unchanged at 600$","Unchanged at 600$","Decreases to 450$","Increase to 125","Increase to 125","Unchanged at 100","Increase to 125","Unchanged at 400","Unchanged at 400","Decrease to 300","Unchanged at 400","Decrease to 150","Decrease to 150","Decrease to 150","Unchanged at 200","Middle",NA,3,"Man"
1,2127,"US","45 to 64","Man","Some college","Pass","Republican","Republican","No college",2,2,3,5,5,2,2,2,4,4,4,4,"Offshoring",3,4,4,4,"Decreases to 450$","Decreases to 300$","Decreases to 450$","Decreases to 300$","Unchanged at 100","Unchanged at 100","Unchanged at 100","Unchanged at 100","Decrease to 300","Increase to 500","Unchanged at 400","Unchanged at 400","Increase to 250","Decrease to 150","Increase to 250","Increase to 250","Middle",NA,3,"Man"
1,2128,"US","45 to 64","Man","College grad","Pass","Democratic","Democratic","College",2,2,3,1,2,4,4,3,4,2,2,4,"AI",3,4,2,3,"Unchanged at 600$","Decreases to 300$","Unchanged at 600$","Decreases to 450$","Increase to 125","Increase to 125","Decrease to 75","Unchanged at 100","Increase to 500","Unchanged at 400","Unchanged at 400","Unchanged at 400","Increase to 250","Increase to 250","Decrease to 150","Increase to 250","Middle",NA,3,"Man"
1,2129,"US","45 to 64","Woman","HS or less","Fail","Republican","Republican","No college",4,5,4,3,3,4,4,4,4,4,3,NA,"AI",2,NA,4,2,"Decreases to 450$","Unchanged at 600$","Unchanged at 600$","Decreases to 450$","Unchanged at 100","Increase to 125","Decrease to 75","Increase to 125","Decrease to 300","Increase to 500","Unchanged at 400","Decrease to 300","Unchanged at 200","Unchanged at 200","Unchanged at 200","Decrease to 150","Low",NA,3,"Woman"
1,2130,"US","45 to 64","Man","Some college","Pass","Other","Democratic","No college",3,1,5,1,3,5,2,1,5,1,1,5,"AI",2,4,4,2,"Decreases to 450$","Decreases to 450$","Decreases to 450$","Unchanged at 600$","Unchanged at 100","Decrease to 75","Decrease to 75","Unchanged at 100","Decrease to 300","Increase to 500","Increase to 500","Unchanged at 400","Decrease to 150","Unchanged at 200","Unchanged at 200","Decrease to 150","Middle",NA,4,"Man"
1,2131,"US","30 to 44","Man","Some college","Fail","Democratic","Democratic","No college",4,5,3,5,4,5,5,5,5,3,4,4,"AI",5,4,4,3,"Decreases to 300$","Decreases to 450$","Decreases to 450$","Decreases to 300$","Increase to 125","Decrease to 75","Increase to 125","Unchanged at 100","Decrease to 300","Unchanged at 400","Increase to 500","Increase to 500","Increase to 250","Decrease to 150","Decrease to 150","Decrease to 150","Low",NA,1,"Man"
1,2132,"US","45 to 64","Man","College grad","Pass","Democratic","Democratic","College",5,5,5,1,1,NA,5,5,5,NA,NA,4,"Offshoring",1,3,4,5,"Decreases to 450$","Unchanged at 600$","Decreases to 300$","Decreases to 300$","Unchanged at 100","Unchanged at 100","Increase to 125","Increase to 125","Decrease to 300","Decrease to 300","Increase to 500","Increase to 500","Decrease to 150","Increase to 250","Unchanged at 200","Unchanged at 200","Middle",NA,4,"Man"
1,2133,"US","45 to 64","Woman","HS or less","Fail","Other","Other","No college",3,4,4,5,3,3,2,3,4,5,3,5,"AI",3,4,NA,NA,"Decreases to 450$","Decreases to 450$","Decreases to 450$","Decreases to 300$","Decrease to 75","Increase to 125","Increase to 125","Increase to 125","Unchanged at 400","Unchanged at 400","Increase to 500","Increase to 500","Decrease to 150","Decrease to 150","Decrease to 150","Decrease to 150","Middle",NA,3,"Woman"
2,2134,"Canada","18 to 29","Woman","HS or less","Pass","LPC","LPC","No college",3,3,3,3,3,3,3,3,3,3,3,3,"AI",2,2,2,4,"Decreases to 450$","Decreases to 300$","Decreases to 450$","Decreases to 300$","Unchanged at 100","Unchanged at 100","Decrease to 75","Increase to 125","Decrease to 300","Decrease to 300","Unchanged at 400","Increase to 500","Decrease to 150","Decrease to 150","Decrease to 150","Decrease to 150","Low",1,NA,"Woman"
1,2135,"US","45 to 64","Man","College grad","Fail","Democratic","Democratic","College",5,5,5,1,1,5,5,5,5,1,1,5,"AI",NA,NA,NA,NA,"Unchanged at 600$","Unchanged at 600$","Decreases to 300$","Decreases to 300$","Increase to 125","Increase to 125","Decrease to 75","Decrease to 75","Decrease to 300","Decrease to 300","Unchanged at 400","Increase to 500","Decrease to 150","Decrease to 150","Decrease to 150","Unchanged at 200","Middle",NA,2,"Man"
1,2136,"US","45 to 64","Man","College grad","Pass","Republican","Republican","College",3,3,5,5,3,4,4,3,5,5,5,5,"Offshoring",2,2,3,4,"Decreases to 300$","Unchanged at 600$","Decreases to 450$","Decreases to 300$","Increase to 125","Increase to 125","Increase to 125","Increase to 125","Unchanged at 400","Decrease to 300","Unchanged at 400","Unchanged at 400","Unchanged at 200","Decrease to 150","Decrease to 150","Unchanged at 200","Middle",NA,3,"Man"
1,2137,"US","45 to 64","Man","College grad","Pass","Democratic","Democratic","College",5,4,5,2,1,5,5,3,3,2,1,5,"AI",3,3,3,3,"Decreases to 450$","Decreases to 300$","Decreases to 300$","Decreases to 450$","Increase to 125","Decrease to 75","Decrease to 75","Decrease to 75","Decrease to 300","Decrease to 300","Decrease to 300","Decrease to 300","Unchanged at 200","Unchanged at 200","Increase to 250","Decrease to 150",NA,NA,3,"Man"
1,2138,"US","45 to 64","Man","Some college","Pass","Other","Democratic","No college",5,5,5,1,1,4,5,5,5,1,1,5,"AI",2,4,1,5,"Decreases to 300$","Unchanged at 600$","Decreases to 450$","Decreases to 300$","Decrease to 75","Increase to 125","Decrease to 75","Increase to 125","Decrease to 300","Unchanged at 400","Decrease to 300","Increase to 500","Increase to 250","Unchanged at 200","Decrease to 150","Increase to 250","Low",NA,1,"Man"
2,2139,"Canada","18 to 29","Woman","HS or less","Pass","Other","Other","No college",5,5,5,1,4,3,4,5,5,1,2,3,"Offshoring",2,3,4,1,"Unchanged at 600$","Decreases to 300$","Decreases to 300$","Decreases to 450$","Unchanged at 100","Unchanged at 100","Decrease to 75","Decrease to 75","Increase to 500","Unchanged at 400","Unchanged at 400","Unchanged at 400","Unchanged at 200","Unchanged at 200","Decrease to 150","Decrease to 150","Middle",9,NA,"Woman"
2,2140,"Canada","18 to 29","Man","HS or less","Fail","CPC","CPC","No college",3,4,4,3,3,4,3,3,4,3,3,3,"AI",NA,3,3,3,"Decreases to 450$","Decreases to 450$","Decreases to 300$","Decreases to 450$","Increase to 125","Decrease to 75","Increase to 125","Decrease to 75","Unchanged at 400","Increase to 500","Decrease to 300","Decrease to 300","Unchanged at 200","Decrease to 150","Unchanged at 200","Unchanged at 200","Low",2,NA,"Man"
2,2141,"Canada","30 to 44","Man","Some college","Pass","CPC","CPC","No college",3,4,4,5,2,5,3,3,4,5,3,4,"Offshoring",3,4,4,3,"Unchanged at 600$","Unchanged at 600$","Unchanged at 600$","Decreases to 300$","Decrease to 75","Decrease to 75","Unchanged at 100","Unchanged at 100","Increase to 500","Increase to 500","Increase to 500","Decrease to 300","Decrease to 150","Unchanged at 200","Increase to 250","Decrease to 150","Middle",12,NA,"Man"
2,2142,"Canada","30 to 44","Man","HS or less","Pass","LPC","LPC","No college",5,5,4,3,3,5,5,5,4,NA,NA,5,"AI",3,5,5,4,"Unchanged at 600$","Unchanged at 600$","Decreases to 300$","Unchanged at 600$","Unchanged at 100","Increase to 125","Increase to 125","Decrease to 75","Unchanged at 400","Unchanged at 400","Unchanged at 400","Increase to 500","Unchanged at 200","Unchanged at 200","Increase to 250","Decrease to 150","High",9,NA,"Man"
1,2143,"US","45 to 64","Woman","Some college","Fail","Other","Democratic","No college",3,3,5,1,1,5,3,2,1,1,1,5,"AI",4,4,4,4,"Unchanged at 600$","Unchanged at 600$","Unchanged at 600$","Decreases to 300$","Decrease to 75","Unchanged at 100","Decrease to 75","Unchanged at 100","Decrease to 300","Increase to 500","Unchanged at 400","Increase to 500","Increase to 250","Increase to 250","Unchanged at 200","Unchanged at 200",NA,NA,3,"Woman"
1,2144,"US","45 to 64","Man","Some college","Fail","Democratic","Democratic","No college",5,5,5,4,5,5,5,5,5,5,5,5,"AI",3,NA,NA,NA,"Decreases to 450$","Decreases to 450$","Unchanged at 600$","Decreases to 300$","Increase to 125","Unchanged at 100","Decrease to 75","Increase to 125","Increase to 500","Unchanged at 400","Increase to 500","Unchanged at 400","Decrease to 150","Unchanged at 200","Decrease to 150","Increase to 250","Middle",NA,1,"Man"
1,2145,"US","30 to 44","Man","College grad","Pass","Democratic","Democratic","College",5,4,4,5,4,5,3,5,5,5,5,NA,"AI",4,4,3,5,"Unchanged at 600$","Unchanged at 600$","Decreases to 300$","Unchanged at 600$","Unchanged at 100","Unchanged at 100","Decrease to 75","Decrease to 75","Increase to 500","Increase to 500","Decrease to 300","Increase to 500","Unchanged at 200","Unchanged at 200","Increase to 250","Unchanged at 200","High",NA,3,"Man"
1,2146,"US","45 to 64","Man","HS or less","Pass","Republican","Republican","No college",4,3,4,5,3,3,4,NA,4,5,2,5,"Offshoring",2,2,2,2,"Decreases to 300$","Decreases to 450$","Decreases to 300$","Decreases to 450$","Decrease to 75","Unchanged at 100","Unchanged at 100","Unchanged at 100","Decrease to 300","Increase to 500","Unchanged at 400","Unchanged at 400","Unchanged at 200","Increase to 250","Unchanged at 200","Increase to 250","Middle",NA,1,"Man"
2,2147,"Canada","45 to 64","Man","Postgrad","Pass","CPC","CPC","College",3,3,3,3,3,3,2,2,4,2,2,2,"AI",3,3,3,3,"Decreases to 450$","Decreases to 450$","Unchanged at 600$","Unchanged at 600$","Unchanged at 100","Unchanged at 100","Decrease to 75","Unchanged at 100","Increase to 500","Increase to 500","Decrease to 300","Increase to 500","Decrease to 150","Decrease to 150","Decrease to 150","Increase to 250","High",9,NA,"Man"
1,2148,"US","45 to 64","Woman","Some college","Pass","Other","Other","No college",5,5,5,5,5,5,5,1,5,5,NA,5,"Offshoring",4,3,5,2,"Decreases to 450$","Decreases to 300$","Decreases to 450$","Unchanged at 600$","Decrease to 75","Decrease to 75","Unchanged at 100","Increase to 125","Unchanged at 400","Decrease to 300","Increase to 500","Decrease to 300","Increase to 250","Increase to 250","Increase to 250","Increase to 250","Middle",NA,3,"Woman"
2,2149,"Canada","30 to 44","Man","Some college","Fail","Other","Other","No college",4,4,4,4,4,4,1,1,1,1,1,1,"AI",1,1,1,1,"Decreases to 300$","Unchanged at 600$","Decreases to 450$","Unchanged at 600$","Increase to 125","Decrease to 75","Decrease to 75","Increase to 125","Increase to 500","Unchanged at 400","Decrease to 300","Increase to 500","Increase to 250","Decrease to 150","Unchanged at 200","Increase to 250","High",9,NA,"Man"
1,2150,"US","45 to 64","Woman","HS or less","Fail","Democratic","Democratic","No college",5,NA,5,2,5,5,5,5,5,2,4,5,"AI",NA,NA,3,3,"Unchanged at 600$","Unchanged at 600$","Unchanged at 600$","Decreases to 300$","Increase to 125","Increase to 125","Increase to 125","Increase to 125","Decrease to 300","Unchanged at 400","Decrease to 300","Increase to 500","Unchanged at 200","Unchanged at 200","Unchanged at 200","Decrease to 150","Low",NA,2,"Woman"
1,2151,"US","18 to 29","Woman","HS or less","Fail","Democratic","Democratic","No college",4,3,3,3,3,3,4,4,3,2,4,3,"Offshoring",NA,3,3,NA,"Decreases to 300$","Unchanged at 600$","Decreases to 450$","Decreases to 450$","Increase to 125","Increase to 125","Unchanged at 100","Decrease to 75","Unchanged at 400","Increase to 500","Decrease to 300","Decrease to 300","Decrease to 150","Decrease to 150","Decrease to 150","Increase to 250","Middle",NA,4,"Woman"
2,2152,"Canada","30 to 44","Man","Some college","Pass","NDP","NDP","No college",5,4,5,4,3,5,5,5,4,4,3,5,"AI",5,4,1,1,"Decreases to 300$","Decreases to 450$","Unchanged at 600$","Unchanged at 600$","Increase to 125","Decrease to 75","Unchanged at 100","Decrease to 75","Increase to 500","Decrease to 300","Decrease to 300","Unchanged at 400","Increase to 250","Increase to 250","Increase to 250","Unchanged at 200","Middle",1,NA,"Man"
2,2153,"Canada","65 or older","Woman","HS or less","Pass","LPC","LPC","No college",5,5,5,3,2,5,4,5,4,3,2,5,"AI",3,4,2,4,"Unchanged at 600$","Decreases to 450$","Unchanged at 600$","Decreases to 450$","Unchanged at 100","Unchanged at 100","Increase to 125","Unchanged at 100","Decrease to 300","Decrease to 300","Decrease to 300","Increase to 500","Decrease to 150","Unchanged at 200","Increase to 250","Decrease to 150","Low",1,NA,"Woman"
2,2154,"Canada","45 to 64","Man","HS or less","Pass","LPC","LPC","No college",5,5,3,3,3,4,5,5,5,4,4,4,"AI",4,4,4,4,"Decreases to 300$","Unchanged at 600$","Decreases to 300$","Decreases to 300$","Decrease to 75","Decrease to 75","Increase to 125","Decrease to 75","Decrease to 300","Increase to 500","Unchanged at 400","Decrease to 300","Decrease to 150","Decrease to 150","Decrease to 150","Increase to 250","Middle",9,NA,"Man"
2,2155,"Canada","30 to 44","Man","Some college","Pass","CPC","CPC","No college",4,1,4,5,2,2,5,3,5,2,2,4,"AI",4,4,2,2,"Decreases to 450$","Unchanged at 600$","Decreases to 300$","Unchanged at 600$","Increase to 125","Decrease to 75","Increase to 125","Increase to 125","Unchanged at 400","Unchanged at 400","Decrease to 300","Decrease to 300","Decrease to 150","Unchanged at 200","Unchanged at 200","Decrease to 150","Middle",9,NA,"Man"
1,2156,"US","45 to 64","Man","College grad","Pass","Democratic","Democratic","College",4,4,4,1,4,2,5,5,4,5,5,4,"Offshoring",4,5,4,5,"Decreases to 450$","Unchanged at 600$","Decreases to 450$","Decreases to 450$","Increase to 125","Decrease to 75","Unchanged at 100","Decrease to 75","Unchanged at 400","Decrease to 300","Unchanged at 400","Increase to 500","Increase to 250","Decrease to 150","Increase to 250","Decrease to 150","High",NA,4,"Man"
1,2157,"US","18 to 29","Man","College grad","Pass","Democratic","Democratic","College",4,5,4,2,2,3,3,4,4,2,4,4,"Offshoring",3,3,3,3,"Unchanged at 600$","Unchanged at 600$","Decreases to 450$","Unchanged at 600$","Increase to 125","Increase to 125","Increase to 125","Decrease to 75","Increase to 500","Increase to 500","Increase to 500","Increase to 500","Decrease to 150","Increase to 250","Decrease to 150","Decrease to 150","Middle",NA,2,"Man"
2,2158,"Canada","45 to 64","Man","Some college","Fail","NDP","NDP","No college",4,5,5,2,4,5,4,5,4,2,3,5,"AI",4,4,3,5,"Unchanged at 600$","Decreases to 300$","Unchanged at 600$","Decreases to 300$","Decrease to 75","Increase to 125","Increase to 125","Unchanged at 100","Increase to 500","Increase to 500","Unchanged at 400","Unchanged at 400","Increase to 250","Increase to 250","Unchanged at 200","Increase to 250","Middle",9,NA,"Man"
1,2159,"US","45 to 64","Man","College grad","Fail","Other","Other","College",3,3,2,4,5,3,4,4,4,5,4,5,"AI",4,3,3,4,"Unchanged at 600$","Decreases to 300$","Unchanged at 600$","Decreases to 450$","Decrease to 75","Unchanged at 100","Increase to 125","Decrease to 75","Unchanged at 400","Increase to 500","Decrease to 300","Unchanged at 400","Decrease to 150","Decrease to 150","Unchanged at 200","Unchanged at 200","Middle",NA,3,"Man"
2,2160,"Canada","30 to 44","Man","Postgrad","Pass","NDP","NDP","College",5,5,4,2,3,NA,5,5,4,2,3,2,"AI",1,1,1,1,"Decreases to 450$","Decreases to 450$","Decreases to 450$","Decreases to 300$","Unchanged at 100","Increase to 125","Increase to 125","Unchanged at 100","Decrease to 300","Decrease to 300","Decrease to 300","Decrease to 300","Unchanged at 200","Unchanged at 200","Increase to 250","Decrease to 150","High",2,NA,"Man"
2,2161,"Canada","45 to 64","Woman","HS or less","Fail","CPC","CPC","No college",4,2,4,5,2,3,3,4,4,4,3,4,"Offshoring",3,1,4,1,"Decreases to 450$","Decreases to 450$","Decreases to 450$","Unchanged at 600$","Increase to 125","Unchanged at 100","Increase to 125","Unchanged at 100","Increase to 500","Unchanged at 400","Decrease to 300","Decrease to 300","Increase to 250","Decrease to 150","Increase to 250","Decrease to 150","Low",1,NA,"Woman"
2,2162,"Canada","45 to 64","Man","Some college","Fail","CPC","CPC","No college",4,5,3,3,3,4,NA,NA,NA,NA,NA,NA,"Offshoring",1,1,NA,NA,"Decreases to 300$","Decreases to 450$","Decreases to 450$","Decreases to 300$","Decrease to 75","Unchanged at 100","Decrease to 75","Increase to 125","Decrease to 300","Increase to 500","Increase to 500","Decrease to 300","Unchanged at 200","Increase to 250","Unchanged at 200","Unchanged at 200","Low",9,NA,"Man"
2,2163,"Canada","45 to 64","Woman","HS or less","Fail","LPC","LPC","No college",5,5,5,5,5,NA,1,1,1,1,1,1,"Offshoring",5,5,5,4,"Unchanged at 600$","Unchanged at 600$","Decreases to 450$","Decreases to 450$","Unchanged at 100","Increase to 125","Increase to 125","Increase to 125","Unchanged at 400","Increase to 500","Increase to 500","Increase to 500","Unchanged at 200","Increase to 250","Increase to 250","Decrease to 150","Middle",9,NA,"Woman"
2,2164,"Canada","45 to 64","Man","HS or less","Fail","LPC","LPC","No college",5,5,5,3,5,5,5,5,5,3,5,5,"Offshoring",4,4,4,4,"Unchanged at 600$","Unchanged at 600$","Decreases to 450$","Decreases to 300$","Increase to 125","Decrease to 75","Unchanged at 100","Increase to 125","Decrease to 300","Increase to 500","Unchanged at 400","Increase to 500","Unchanged at 200","Increase to 250","Decrease to 150","Increase to 250","Middle",11,NA,"Man"
2,2165,"Canada","45 to 64","Woman","College grad","Pass","NDP","NDP","College",5,5,4,4,4,4,NA,NA,NA,NA,NA,NA,"Offshoring",NA,NA,NA,NA,"Decreases to 300$","Decreases to 450$","Unchanged at 600$","Decreases to 450$","Increase to 125","Increase to 125","Unchanged at 100","Increase to 125","Decrease to 300","Increase to 500","Unchanged at 400","Increase to 500","Increase to 250","Unchanged at 200","Unchanged at 200","Unchanged at 200","High",2,NA,"Woman"
2,2166,"Canada","45 to 64","Man","HS or less","Fail","CPC","CPC","No college",4,5,4,5,4,3,4,3,4,4,4,3,"Offshoring",3,3,3,3,"Decreases to 450$","Unchanged at 600$","Decreases to 450$","Decreases to 300$","Unchanged at 100","Unchanged at 100","Unchanged at 100","Increase to 125","Unchanged at 400","Increase to 500","Increase to 500","Decrease to 300","Decrease to 150","Unchanged at 200","Unchanged at 200","Decrease to 150","Middle",1,NA,"Man"
2,2167,"Canada","30 to 44","Man","College grad","Pass","CPC","CPC","College",4,4,4,4,4,4,4,4,4,4,4,4,"AI",4,4,4,4,"Decreases to 450$","Decreases to 450$","Unchanged at 600$","Decreases to 300$","Decrease to 75","Decrease to 75","Unchanged at 100","Decrease to 75","Increase to 500","Decrease to 300","Unchanged at 400","Decrease to 300","Unchanged at 200","Increase to 250","Unchanged at 200","Increase to 250","High",5,NA,"Man"
2,2168,"Canada","45 to 64","Man","Some college","Pass","Other","Other","No college",3,3,4,3,3,4,4,4,4,3,2,4,"Offshoring",4,4,4,4,"Decreases to 450$","Unchanged at 600$","Decreases to 300$","Decreases to 300$","Increase to 125","Unchanged at 100","Increase to 125","Unchanged at 100","Unchanged at 400","Increase to 500","Increase to 500","Increase to 500","Increase to 250","Increase to 250","Decrease to 150","Decrease to 150","Middle",9,NA,"Man"
1,2169,"US","30 to 44","Woman","HS or less","Pass","Other","Other","No college",4,5,4,4,3,4,4,5,4,4,4,4,"AI",NA,3,NA,3,"Decreases to 300$","Unchanged at 600$","Decreases to 450$","Decreases to 450$","Unchanged at 100","Decrease to 75","Increase to 125","Increase to 125","Unchanged at 400","Increase to 500","Unchanged at 400","Increase to 500","Unchanged at 200","Unchanged at 200","Unchanged at 200","Increase to 250","Low",NA,3,"Woman"
2,2170,"Canada","45 to 64","Woman","College grad","Fail","CPC","CPC","College",4,5,5,4,4,4,4,5,5,4,4,4,"Offshoring",NA,4,3,3,"Decreases to 300$","Decreases to 450$","Decreases to 300$","Unchanged at 600$","Increase to 125","Decrease to 75","Decrease to 75","Decrease to 75","Unchanged at 400","Unchanged at 400","Increase to 500","Unchanged at 400","Increase to 250","Decrease to 150","Decrease to 150","Unchanged at 200",NA,9,NA,"Woman"
1,2171,"US","30 to 44","Woman","Some college","Fail","Democratic","Democratic","No college",1,5,5,5,3,1,NA,5,5,5,5,NA,"AI",5,5,3,3,"Unchanged at 600$","Decreases to 450$","Unchanged at 600$","Unchanged at 600$","Increase to 125","Unchanged at 100","Decrease to 75","Increase to 125","Unchanged at 400","Decrease to 300","Increase to 500","Increase to 500","Increase to 250","Unchanged at 200","Decrease to 150","Unchanged at 200","Middle",NA,4,"Woman"
2,2172,"Canada","45 to 64","Woman","HS or less","Pass","NDP","NDP","No college",4,4,5,2,4,5,4,4,5,4,4,4,"AI",2,5,4,4,"Unchanged at 600$","Decreases to 450$","Decreases to 450$","Decreases to 300$","Increase to 125","Unchanged at 100","Increase to 125","Increase to 125","Decrease to 300","Increase to 500","Increase to 500","Decrease to 300","Decrease to 150","Increase to 250","Decrease to 150","Increase to 250","Middle",1,NA,"Woman"
2,2173,"Canada","45 to 64","Woman","College grad","Pass","NDP","NDP","College",5,5,5,1,NA,5,5,5,5,1,3,5,"AI",4,1,2,4,"Decreases to 450$","Unchanged at 600$","Unchanged at 600$","Decreases to 300$","Increase to 125","Increase to 125","Increase to 125","Unchanged at 100","Increase to 500","Decrease to 300","Increase to 500","Unchanged at 400","Decrease to 150","Decrease to 150","Decrease to 150","Decrease to 150","Low",2,NA,"Woman"
1,2174,"US","30 to 44","Woman","HS or less","Fail","Democratic","Democratic","No college",1,5,2,4,3,NA,4,4,4,NA,NA,NA,"AI",4,5,4,4,"Decreases to 300$","Decreases to 300$","Unchanged at 600$","Decreases to 450$","Decrease to 75","Decrease to 75","Decrease to 75","Decrease to 75","Unchanged at 400","Unchanged at 400","Unchanged at 400","Increase to 500","Increase to 250","Increase to 250","Decrease to 150","Unchanged at 200","Middle",NA,3,"Woman"
2,2175,"Canada","18 to 29","Woman","Some college","Pass","NDP","NDP","No college",NA,NA,NA,NA,NA,NA,4,4,5,4,4,4,"AI",NA,NA,NA,NA,"Decreases to 450$","Unchanged at 600$","Unchanged at 600$","Decreases to 450$","Unchanged at 100","Increase to 125","Unchanged at 100","Unchanged at 100","Decrease to 300","Unchanged at 400","Increase to 500","Decrease to 300","Unchanged at 200","Decrease to 150","Decrease to 150","Unchanged at 200",NA,9,NA,"Woman"
1,2176,"US","45 to 64","Man","College grad","Pass","Republican","Republican","College",1,1,3,5,2,4,2,1,4,4,3,4,"Offshoring",1,1,1,1,"Decreases to 300$","Decreases to 450$","Unchanged at 600$","Unchanged at 600$","Decrease to 75","Decrease to 75","Decrease to 75","Unchanged at 100","Unchanged at 400","Unchanged at 400","Decrease to 300","Decrease to 300","Increase to 250","Increase to 250","Decrease to 150","Unchanged at 200","Middle",NA,3,"Man"
1,2177,"US","30 to 44","Man","Some college","Pass","Republican","Republican","No college",3,2,4,4,3,5,2,2,4,4,2,4,"AI",4,3,4,4,"Unchanged at 600$","Decreases to 300$","Unchanged at 600$","Decreases to 450$","Increase to 125","Decrease to 75","Unchanged at 100","Increase to 125","Decrease to 300","Unchanged at 400","Decrease to 300","Increase to 500","Increase to 250","Increase to 250","Increase to 250","Unchanged at 200","Middle",NA,4,"Man"
1,2178,"US","18 to 29","Woman","College grad","Pass","Democratic","Democratic","College",5,5,4,2,4,4,4,4,4,2,3,5,"AI",3,NA,3,3,"Decreases to 450$","Decreases to 300$","Decreases to 300$","Decreases to 450$","Unchanged at 100","Unchanged at 100","Unchanged at 100","Decrease to 75","Increase to 500","Unchanged at 400","Decrease to 300","Decrease to 300","Unchanged at 200","Unchanged at 200","Decrease to 150","Increase to 250","Middle",NA,3,"Woman"
1,2179,"US","45 to 64","Man","College grad","Pass","Democratic","Democratic","College",4,2,4,4,3,3,4,5,5,2,3,5,"AI",3,4,4,2,"Decreases to 450$","Decreases to 450$","Decreases to 450$","Unchanged at 600$","Increase to 125","Decrease to 75","Increase to 125","Decrease to 75","Decrease to 300","Decrease to 300","Decrease to 300","Unchanged at 400","Increase to 250","Increase to 250","Increase to 250","Unchanged at 200","Middle",NA,3,"Man"
2,2180,"Canada","45 to 64","Woman","HS or less","Fail","CPC","CPC","No college",5,5,5,5,5,5,5,5,4,5,4,5,"AI",3,5,4,5,"Decreases to 450$","Decreases to 450$","Unchanged at 600$","Unchanged at 600$","Increase to 125","Decrease to 75","Decrease to 75","Increase to 125","Increase to 500","Unchanged at 400","Unchanged at 400","Increase to 500","Unchanged at 200","Decrease to 150","Decrease to 150","Increase to 250","Middle",11,NA,"Woman"
1,2181,"US","45 to 64","Woman","Some college","Pass","Democratic","Democratic","No college",5,1,5,3,3,3,5,2,4,3,NA,NA,"AI",5,5,5,5,"Unchanged at 600$","Unchanged at 600$","Decreases to 450$","Decreases to 300$","Decrease to 75","Unchanged at 100","Unchanged at 100","Increase to 125","Unchanged at 400","Increase to 500","Increase to 500","Unchanged at 400","Increase to 250","Unchanged at 200","Increase to 250","Increase to 250","Low",NA,3,"Woman"
2,2182,"Canada","18 to 29","Woman","College grad","Fail","CPC","CPC","College",4,4,4,4,3,3,4,4,4,3,3,4,"Offshoring",4,4,4,4,"Unchanged at 600$","Decreases to 300$","Unchanged at 600$","Unchanged at 600$","Increase to 125","Decrease to 75","Decrease to 75","Increase to 125","Unchanged at 400","Increase to 500","Unchanged at 400","Unchanged at 400","Unchanged at 200","Decrease to 150","Unchanged at 200","Decrease to 150","Middle",9,NA,"Woman"
2,2183,"Canada","30 to 44","Man","HS or less","Pass","CPC","CPC","No college",2,NA,5,5,2,3,3,5,5,5,3,5,"Offshoring",4,4,3,2,"Unchanged at 600$","Unchanged at 600$","Decreases to 450$","Decreases to 300$","Decrease to 75","Decrease to 75","Increase to 125","Decrease to 75","Unchanged at 400","Unchanged at 400","Increase to 500","Unchanged at 400","Unchanged at 200","Unchanged at 200","Unchanged at 200","Decrease to 150","Low",11,NA,"Man"
